Sample	1	2	3	4	5	6	7	8	9	10	12	14	16	18	20	22	24	26	28	30	32	34	36	38	40	42	44	46	48	50	52	54	56	58	60	62	64	66	68	70	72	74	76	78	80	82	84	86	88	90	92	94	96	98	100	102	104	106	108	110	112	114
P9503_120_S20_L002_R2_001 - illumina_universal_adapter	0.0	0.0	0.0	1.1927809556775718e-05	1.1927809556775718e-05	2.3855619113551436e-05	2.3855619113551436e-05	2.3855619113551436e-05	3.578342867032715e-05	5.3675143005490727e-05	5.963904778387859e-05	5.963904778387859e-05	5.963904778387859e-05	5.963904778387859e-05	6.560295256226645e-05	7.753076211904216e-05	8.349466689743002e-05	9.542247645420574e-05	0.0001013863812325936	0.00010735028601098145	0.0001312059051245329	0.0001431337146813086	0.00023259228635712649	0.00036976209626004723	0.0005963904778387859	0.0009363330502068939	0.0015029040041537405	0.0023080311492361012	0.004174733344871501	0.0076218703067796835	0.011838350985099898	0.016955381284956682	0.02309820320669618	0.03163851484934759	0.043864519645042704	0.05906054902037497	0.07560442087562289	0.09391360854527361	0.11549697993825928	0.14087339477029961	0.1723628120001875	0.2082655187660824	0.2482654281147298	0.2921955507123348	0.34102203913299617	0.3984723338632064	0.46548276795317234	0.5409082716854436	0.623484497247002	0.7139271132112538	0.8157965707308967	0.9291167254250445	1.0552592753927261	1.1948206111117803	1.346673554579092	1.5135197546592707	1.697887906978353	1.8979530566741523	2.1180867459492267	2.3546032816505322	2.6071030821579173	2.878019420620964
P9503_120_S20_L003_R1_001 - illumina_universal_adapter	0.0	0.0	1.180609806215887e-05	3.541829418647661e-05	3.541829418647661e-05	3.541829418647661e-05	3.541829418647661e-05	3.541829418647661e-05	3.541829418647661e-05	3.541829418647661e-05	3.541829418647661e-05	3.541829418647661e-05	4.722439224863548e-05	5.312744127971491e-05	6.493353934187378e-05	7.083658837295322e-05	7.083658837295322e-05	7.083658837295322e-05	8.264268643511209e-05	8.264268643511209e-05	8.264268643511209e-05	0.0001180609806215887	0.00015938232383914475	0.00024202501027425686	0.00043092257926879876	0.0008323299133822003	0.0014344409145523027	0.0024674744949912037	0.00448631726362037	0.007567708857843835	0.012242923690458749	0.017473025131995126	0.024072633948741935	0.03325187519207046	0.04528819216644143	0.060340967195693984	0.0774421002387311	0.09640859677558933	0.11811410806286843	0.14455976772210427	0.17553306598817808	0.21013673940836575	0.2490732508173657	0.2925610130293279	0.3431501432256786	0.40069306518064096	0.4674683558202115	0.5434996273405146	0.6272875052876562	0.719640707378894	0.821297114743113	0.9377878843224345	1.069360944176164	1.2102254032048125	1.3625830986969727	1.5331871187441994	1.7203491913236042	1.9242168926609635	2.1444596520105375	2.380445843126	2.6345898130610625	2.908621155181832
P9503_120_S20_L003_R2_001 - illumina_universal_adapter	0.0	0.0	0.0	1.180609806215887e-05	1.180609806215887e-05	1.180609806215887e-05	1.180609806215887e-05	1.180609806215887e-05	1.180609806215887e-05	1.180609806215887e-05	1.180609806215887e-05	1.180609806215887e-05	2.361219612431774e-05	2.9515245155397174e-05	4.1321343217556046e-05	4.722439224863548e-05	4.722439224863548e-05	4.722439224863548e-05	5.903049031079435e-05	7.083658837295322e-05	7.083658837295322e-05	0.00010625488255942982	0.00014757622577698588	0.00023021891221209798	0.000407310383144481	0.0008028146682268031	0.0014049256693969055	0.0024733775440222835	0.00449812336168253	0.007614933250092472	0.012189796249179034	0.0173372550042803	0.023866027232654158	0.0330393654269516	0.044975330567794215	0.05974475924355496	0.07660977032534891	0.09531062965580855	0.11660883055994316	0.14272982252246966	0.17316594332671523	0.20719702099088816	0.24551961530065586	0.28861187322753573	0.3388173052368664	0.395716794847441	0.46164204642653617	0.5369177276708611	0.6201802342542365	0.7117306216772474	0.8125487960790532	0.9283843272159249	1.0587531650673143	1.1985491722213375	1.3496849365640642	1.519179183393448	1.704582147361591	1.9079480895313083	2.1272935854281583	2.361815820383913	2.61439548232574	2.887435112209288
P9503_121_S21_L001_R1_001 - illumina_universal_adapter	0.0	0.0	1.1557859627714407e-05	4.623143851085763e-05	4.623143851085763e-05	4.623143851085763e-05	4.623143851085763e-05	4.623143851085763e-05	5.7789298138572036e-05	6.356822795242924e-05	8.668394720785804e-05	0.00010979966646328687	0.00012135752609100127	0.00012713645590485849	0.0001329153857187157	0.00013869431553257289	0.0001502521751602873	0.0001502521751602873	0.00016758896460185887	0.00018492575404343051	0.0002022625434850021	0.00024271505218200254	0.00034095685901757496	0.000710808367104436	0.00150830068141673	0.003045496011902746	0.005224152551726912	0.009223171982916096	0.016516181408003885	0.028755954753753445	0.04463645388223304	0.06236043162133308	0.08318769467047443	0.1129549621416529	0.15103810961497188	0.19223610025795987	0.23528912737119606	0.2810698093565728	0.33296459908501047	0.39123932732794653	0.4579744088183695	0.5304941990524635	0.6081572368208905	0.6912235739652739	0.7818025198676717	0.8822287621728823	0.9957847330151763	1.1167897443875323	1.2438048427662998	1.382036843913764	1.5305091086913833	1.6953184080527768	1.8735290456525053	2.061829694707228	2.260249249866016	2.472520899788618	2.703990154552855	2.949299946221279	3.211229940034357	3.4865670510155833	3.778530143071277	4.084876991433661
P9503_121_S21_L001_R2_001 - illumina_universal_adapter	0.0	0.0	1.1557859627714407e-05	2.3115719255428814e-05	2.3115719255428814e-05	2.3115719255428814e-05	2.3115719255428814e-05	2.3115719255428814e-05	3.467357888314322e-05	3.467357888314322e-05	5.201036832471483e-05	7.512608758014364e-05	8.090501739400084e-05	8.090501739400084e-05	8.668394720785804e-05	9.246287702171526e-05	0.00010402073664942966	0.00010402073664942966	0.00012713645590485849	0.0001502521751602873	0.00016758896460185887	0.00020804147329885932	0.0003178411397621462	0.0006645769285935784	0.0014389535236504435	0.0029934856435780313	0.005177921113216055	0.009159603754963667	0.01638326602228517	0.02859414471896544	0.04424926558470461	0.06192123295547993	0.082517338812067	0.11212857517827132	0.15000368117829144	0.19090116747095887	0.2335670062866666	0.2789142685360041	0.33039297531784406	0.3881764945266022	0.4543799144741503	0.526269801358534	0.6032624832685535	0.685594896326577	0.7753127816867101	0.8745832380291492	0.9866713606987234	1.1067459643710484	1.2326746239448108	1.3698028494978285	1.5170326443654683	1.6803914323435838	1.857353821103519	2.044117274827756	2.2403119420082085	2.449665232374813	2.677915623232731	2.9201510242401834	3.178763912340107	3.450229140346049	3.738274117987948	4.040298326849567
P9503_121_S21_L002_R1_001 - illumina_universal_adapter	1.1486029140745093e-05	1.1486029140745093e-05	2.2972058281490185e-05	3.445808742223528e-05	4.594411656298037e-05	4.594411656298037e-05	4.594411656298037e-05	5.7430145703725456e-05	5.7430145703725456e-05	6.3173160274098e-05	6.891617484447056e-05	8.040220398521565e-05	0.00010337426226670582	0.000126346320548196	0.0001378323496889411	0.00014357536425931364	0.00016080440797043127	0.00017803345168154893	0.000189519480822294	0.00019526249539266656	0.00020674852453341164	0.00026992168480750964	0.0003618099179334704	0.0006145025590298624	0.0014300106280227638	0.0027509039792084494	0.004956221574231507	0.008970588758921916	0.016143613957317227	0.028749530939284965	0.04426141329386121	0.06133539561157879	0.08288892929418695	0.11221850470507955	0.1481640329010413	0.18935293339975323	0.2314262581423025	0.27606096738323793	0.3274781768317833	0.38655082470263535	0.4527390676261789	0.5244635765955616	0.6005872347258497	0.6834129908597626	0.773601291672893	0.8750286720002425	0.9861100598203884	1.106282639705434	1.2329563120841411	1.3697434331212746	1.5179017230077454	1.6806587559321033	1.8567395826597255	2.0451736337282194	2.24327317831865	2.456488337258301	2.6830272900012164	2.930292782328606	3.194816033439966	3.466667371143121	3.7563277970290008	4.066961712125881
P9503_121_S21_L002_R2_001 - illumina_universal_adapter	1.1486029140745093e-05	1.1486029140745093e-05	2.2972058281490185e-05	3.445808742223528e-05	3.445808742223528e-05	3.445808742223528e-05	3.445808742223528e-05	3.445808742223528e-05	3.445808742223528e-05	3.445808742223528e-05	3.445808742223528e-05	4.594411656298037e-05	6.891617484447056e-05	9.188823312596074e-05	0.00010337426226670582	0.00010911727683707837	0.000126346320548196	0.00014357536425931364	0.00015506139340005874	0.0001608044079704313	0.00017229043711117638	0.00023546359738527438	0.0003388378596519802	0.0005972735153187448	0.0014242676134523912	0.0027394179500677043	0.004927506501379644	0.008895929569507074	0.016040239695050522	0.028525553371040437	0.04385940227393513	0.06082426731481563	0.08229739879343859	0.11125942127182734	0.14677996638958152	0.18752665476637476	0.22926114164927203	0.2734938398702814	0.32455498241546366	0.38330027845580444	0.4489429349951627	0.5200357123618045	0.5956137841079071	0.6775378869542714	0.7669623668295424	0.8671607420388322	0.9768867784203701	1.0959911575953263	1.2215794002202331	1.3572638624598548	1.5042103762719772	1.665313421000068	1.8399068069539637	2.0266466687241973	2.2226959571130047	2.4335622230933738	2.657310070755088	2.901583452491314	3.1625919786856054	3.4305150944226255	3.7160233207741262	4.022562466482332
P9503_121_S21_L003_R1_001 - illumina_universal_adapter	2.2676425995710527e-05	2.2676425995710527e-05	3.401463899356579e-05	5.669106498927632e-05	5.669106498927632e-05	6.802927798713159e-05	7.936749098498684e-05	9.07057039828421e-05	0.00010204391698069737	0.00013605855597426317	0.00014739676897211843	0.0001644040884689013	0.0001814114079656842	0.0001927496209635395	0.00019841872746246712	0.00020408783396139475	0.00020975694046032237	0.00022109515345817763	0.00022676425995710528	0.0002324333664560329	0.00024377157945388816	0.00029479353794423685	0.0004308520939185	0.0009183952528262763	0.0017517539081686384	0.003344772834367303	0.005584069901443717	0.00964881926117483	0.016950628431793617	0.028997479742014838	0.04420202337213874	0.06161751853684443	0.08234377189692385	0.11149431751440973	0.14932993428825275	0.19145139557528507	0.23529626523799135	0.2810232782583416	0.3318581562342257	0.3893882489853433	0.4559662357087494	0.5278278296891561	0.6044798186611566	0.6874982142314529	0.7767016049920792	0.8763871736692226	0.9875753594326901	1.1074712927785106	1.2344649474609888	1.369321652857479	1.5146775434899835	1.6773128707312195	1.8536447592738647	2.04155296328732	2.2392687215439198	2.4508170996579035	2.6812039186678236	2.9269937000353297	3.186366660574267	3.4575483699504703	3.74297087485198	4.048853185108119
P9503_121_S21_L003_R2_001 - illumina_universal_adapter	0.0	0.0	1.1338212997855263e-05	3.401463899356579e-05	3.401463899356579e-05	4.535285199142105e-05	4.535285199142105e-05	5.669106498927632e-05	6.802927798713159e-05	0.00010204391698069737	0.00011338212997855264	0.00013038944947533555	0.00014739676897211843	0.00014739676897211843	0.00015306587547104605	0.00015873498196997368	0.00015873498196997368	0.0001644040884689013	0.00017007319496782896	0.00017574230146675659	0.00018708051446461187	0.00023810247295496053	0.00039683745492493424	0.0008843806138327105	0.0017177392691750725	0.003293750875876954	0.005544386155951224	0.00959779730268448	0.01678055523682579	0.028708355310569526	0.0438448696627063	0.061368077850891614	0.08198094908099249	0.11089906133202233	0.14821878941446293	0.19009647912204136	0.23316468119439457	0.2781943941153767	0.32837165573738525	0.3849946914486744	0.45060326096076386	0.5212856807893935	0.597087303786555	0.6792043114235218	0.7679088208122424	0.8665456047870843	0.9765546163987749	1.095532154491769	1.2211142016560141	1.3549958207346888	1.4991101770439283	1.6606116829853788	1.8356226697137736	2.022805228095366	2.21933614309369	2.4292688258554795	2.6585785146306034	2.9035349373427675	3.1615132976829683	3.4313400906059277	3.71521492943323	4.018733222279316
P9503_122_S22_L001_R1_001 - illumina_universal_adapter	1.4255265039589722e-05	1.4255265039589722e-05	2.8510530079179443e-05	5.702106015835889e-05	7.127632519794861e-05	8.553159023753833e-05	8.553159023753833e-05	8.553159023753833e-05	8.553159023753833e-05	9.978685527712806e-05	9.978685527712806e-05	0.00010691448779692292	0.00011404212031671777	0.0001282973853563075	0.00014255265039589721	0.00014255265039589721	0.00014255265039589721	0.00014968028291569208	0.00015680791543548695	0.00015680791543548695	0.00017106318047507667	0.00017106318047507667	0.00021382897559384583	0.0003635092585095379	0.0007270185170190758	0.0014611646665579465	0.0028367977428783546	0.005267320432128402	0.010135493443148291	0.018567482714065612	0.029130634108401596	0.041582608120483214	0.05692127330308176	0.07923076309003968	0.10890309726994568	0.14349349788851012	0.18033623038332977	0.22032937645189876	0.2655470771574774	0.3192822987242108	0.37953930404655656	0.44613990231151973	0.5191411145792587	0.5970603932856561	0.6826133664207539	0.7801835279842257	0.8850096194528487	0.9995150358833532	1.1203783005215147	1.2510420598743939	1.3906723809371755	1.5431324405355875	1.7059845883478604	1.877575213629402	2.0583604848614785	2.251048902401613	2.458363221872366	2.6815650342297426	2.9166913757927353	3.15766237602196	3.407892170894398	3.6740308415510183
P9503_122_S22_L001_R2_001 - illumina_universal_adapter	1.4255265039589722e-05	1.4255265039589722e-05	1.4255265039589722e-05	4.276579511876917e-05	5.702106015835889e-05	5.702106015835889e-05	5.702106015835889e-05	5.702106015835889e-05	5.702106015835889e-05	5.702106015835889e-05	5.702106015835889e-05	6.414869267815375e-05	7.127632519794861e-05	8.553159023753833e-05	9.978685527712806e-05	9.978685527712806e-05	9.978685527712806e-05	0.00010691448779692292	0.00011404212031671777	0.00011404212031671777	0.0001282973853563075	0.0001282973853563075	0.00017819081299487154	0.00034212636095015334	0.000712763251979486	0.0014540370340381517	0.0028082872127991754	0.005188916474410658	0.010007196057791986	0.01843205769618951	0.028923932765327544	0.04124760939205286	0.0565934022071712	0.07871044591609465	0.10848256695127778	0.1432654136478767	0.18020793299797347	0.22020820669906224	0.26539739687456165	0.31899719342341903	0.3789477105474136	0.44539150089694124	0.5181646289240468	0.5957132707394149	0.6810880530615178	0.7782376843063217	0.88287845732943	0.9974765329826918	1.1181758620728979	1.2487683451005793	1.3877714345016188	1.5394331992578139	1.7013587548425135	1.8724076800525506	2.0525015709302075	2.2440139291045753	2.450173572107122	2.672341877749128	2.906726945530062	3.146707204839035	3.39566115349043	3.6607235516365613
P9503_122_S22_L002_R1_001 - illumina_universal_adapter	0.0	0.0	0.0	1.4141315295048644e-05	1.4141315295048644e-05	2.8282630590097288e-05	4.2423945885145935e-05	4.2423945885145935e-05	4.2423945885145935e-05	5.6565261180194576e-05	7.070657647524323e-05	7.777723412276754e-05	0.00011313052236038915	0.00012020118000791348	0.0001272718376554378	0.0001272718376554378	0.0001272718376554378	0.0001272718376554378	0.0001272718376554378	0.0001272718376554378	0.00014141315295048643	0.0001555544682455351	0.0002262610447207783	0.0003676741976712648	0.0008272669447603458	0.0015838273130454482	0.0026868499060592422	0.004716128650898723	0.009623165058280602	0.017231192687016773	0.027815967185360682	0.040048204915577756	0.056034961856630254	0.07912772973344469	0.10880327988010427	0.14338586643414575	0.1801462155436247	0.220498458738046	0.2664860160775442	0.3192755460739608	0.3794185600238027	0.44592516585641645	0.5162782094492835	0.5940200902838133	0.6787265689011548	0.7743077189803885	0.880523138161499	0.9935546713148227	1.1131901987109343	1.2395640628451365	1.3796832854461258	1.5331094857397563	1.6968729875140671	1.8725010528209238	2.0543725088305447	2.245902483186683	2.452980833709728	2.674384336626657	2.906450391276053	3.1478214313895907	3.3984550330213854	3.6617451118422486
P9503_122_S22_L002_R2_001 - illumina_universal_adapter	0.0	0.0	0.0	1.4141315295048644e-05	1.4141315295048644e-05	2.8282630590097288e-05	4.2423945885145935e-05	4.2423945885145935e-05	4.2423945885145935e-05	4.2423945885145935e-05	5.6565261180194576e-05	6.36359188277189e-05	8.484789177029187e-05	9.19185494178162e-05	9.898920706534051e-05	0.00011313052236038915	0.00011313052236038915	0.00011313052236038915	0.00011313052236038915	0.00011313052236038915	0.0001272718376554378	0.00014141315295048646	0.000219190387073254	0.0003676741976712648	0.0008272669447603458	0.0015626153401028754	0.002651496617821621	0.004687846020308625	0.009573670454747933	0.01718876874113163	0.027759401924180492	0.03997042768145499	0.05586526607308967	0.07895803394990411	0.108435605682433	0.14272829527292596	0.17914925281532376	0.2192540229920817	0.2650789552056868	0.3180593929585866	0.37840038532255915	0.4448857791822304	0.5150408443609666	0.5925635348084233	0.6771356709304618	0.7723774294426144	0.8785857779660773	0.9915960991464585	1.110743751164891	1.2364883267684634	1.376098462018831	1.5288388085206517	1.6917043367737268	1.8667526081534864	2.0480937648395425	2.2392631356556576	2.4456344204139504	2.6662884336202417	2.897873683549606	3.13819826633131	3.3872126873618216	3.648713889797861
