Sample	raw_total_sequences	filtered_sequences	sequences	is_sorted	1st_fragments	last_fragments	reads_mapped	reads_mapped_and_paired	reads_unmapped	reads_properly_paired	reads_paired	reads_duplicated	reads_MQ0	reads_QC_failed	non-primary_alignments	supplementary_alignments	total_length	total_first_fragment_length	total_last_fragment_length	bases_mapped	bases_mapped_(cigar)	bases_trimmed	bases_duplicated	mismatches	error_rate	average_length	average_first_fragment_length	average_last_fragment_length	maximum_length	maximum_first_fragment_length	maximum_last_fragment_length	average_quality	insert_size_average	insert_size_standard_deviation	inward_oriented_pairs	outward_oriented_pairs	pairs_with_other_orientation	pairs_on_different_chromosomes	percentage_of_properly_paired_reads_(%)	reads_mapped_percent	reads_mapped_and_paired_percent	reads_unmapped_percent	reads_properly_paired_percent	reads_paired_percent	reads_duplicated_percent	reads_MQ0_percent	reads_QC_failed_percent
P9503_129_MRG_STAT	41051320.0	0.0	41051320.0	1.0	20525660.0	20525660.0	30319600.0	26035498.0	10731720.0	24607262.0	41051320.0	0.0	55815.0	0.0	124221.0	0.0	4613514354.0	2316989917.0	2296524437.0	3410372712.0	3391138233.0	0.0	0.0	58402455.0	0.01722208	112.0	113.0	112.0	114.0	114.0	114.0	35.5	207.9	68.0	12300267.0	629108.0	6449.0	81925.0	59.9	73.85779555931452	63.421829066641465	26.14220444068546	59.94268150208081	100.0	0.0	0.13596395925880095	0.0
P9503_129_S29_L001	13606166.0	0.0	13606166.0	1.0	6803083.0	6803083.0	10070314.0	8660596.0	3535852.0	8184190.0	13606166.0	0.0	18218.0	0.0	40920.0	0.0	1529924908.0	768296246.0	761628662.0	1133297704.0	1126925359.0	0.0	0.0	19302035.0	0.01712805	112.0	113.0	112.0	114.0	114.0	114.0	35.5	207.9	67.9	4090831.0	209986.0	2200.0	27281.0	60.2	74.01287034128498	63.65199425025389	25.987129658715023	60.15059642811943	100.0	0.0	0.13389517664270742	0.0
P9503_129_S29_L002	13618028.0	0.0	13618028.0	1.0	6809014.0	6809014.0	10079648.0	8664798.0	3538380.0	8191382.0	13618028.0	0.0	18696.0	0.0	42225.0	0.0	1528987166.0	768142191.0	760844975.0	1132723326.0	1126362099.0	0.0	0.0	19334212.0	0.01716518	112.0	113.0	112.0	114.0	114.0	114.0	35.4	208.0	68.0	4094779.0	208225.0	2126.0	27269.0	60.2	74.01694283489503	63.627406258821026	25.98305716510496	60.15101452280756	100.0	0.0	0.13728860008218519	0.0
P9503_129_S29_L003	13827126.0	0.0	13827126.0	1.0	6913563.0	6913563.0	10169638.0	8710104.0	3657488.0	8231690.0	13827126.0	0.0	18901.0	0.0	41076.0	0.0	1554602280.0	780551480.0	774050800.0	1144351682.0	1137850775.0	0.0	0.0	19766208.0	0.01737153	112.0	113.0	112.0	114.0	114.0	114.0	35.5	207.9	68.0	4114657.0	210897.0	2123.0	27375.0	59.5	73.54845829856473	62.99287357329354	26.451541701435282	59.532906549054374	100.0	0.0	0.13669507314824497	0.0
P9503_130_MRG_STAT	38795412.0	0.0	38795412.0	1.0	19397706.0	19397706.0	28592846.0	24568420.0	10202566.0	23345126.0	38795412.0	0.0	49143.0	0.0	108970.0	0.0	4366039772.0	2186874148.0	2179165624.0	3220335089.0	3202329147.0	0.0	0.0	54915994.0	0.01714877	112.0	113.0	112.0	114.0	114.0	114.0	35.6	211.2	69.9	11667049.0	563815.0	3900.0	49446.0	60.2	73.70161708812371	63.32815849461787	26.298382911876278	60.17496605010923	100.0	0.0	0.12667219515544775	0.0
P9503_130_S30_L001	12852332.0	0.0	12852332.0	1.0	6426166.0	6426166.0	9491786.0	8167372.0	3360546.0	7760052.0	12852332.0	0.0	16232.0	0.0	36368.0	0.0	1447200014.0	724910969.0	722289045.0	1069588648.0	1063623355.0	0.0	0.0	18139252.0	0.01705421	112.0	113.0	112.0	114.0	114.0	114.0	35.7	211.2	69.8	3878026.0	188033.0	1281.0	16346.0	60.4	73.85263623753261	63.547782612525104	26.147363762467386	60.37855231252974	100.0	0.0	0.12629614610017856	0.0
P9503_130_S30_L002	12902566.0	0.0	12902566.0	1.0	6451283.0	6451283.0	9531033.0	8200042.0	3371533.0	7792226.0	12902566.0	0.0	16291.0	0.0	36189.0	0.0	1450867727.0	726841103.0	724026624.0	1072618626.0	1066638512.0	0.0	0.0	18230426.0	0.01709148	112.0	113.0	112.0	114.0	114.0	114.0	35.5	211.2	69.9	3894557.0	187575.0	1326.0	16563.0	60.4	73.86928305578905	63.55357531207358	26.130716944210942	60.39283968785744	100.0	0.0	0.12626170639235637	0.0
P9503_130_S30_L003	13040514.0	0.0	13040514.0	1.0	6520257.0	6520257.0	9570027.0	8201006.0	3470487.0	7792848.0	13040514.0	0.0	16620.0	0.0	36413.0	0.0	1467972031.0	735122076.0	732849955.0	1078127815.0	1072067280.0	0.0	0.0	18546316.0	0.01729958	112.0	113.0	112.0	114.0	114.0	114.0	35.6	211.1	69.8	3894466.0	188207.0	1293.0	16537.0	59.8	73.38688490346316	62.8886714127986	26.613115096536838	59.758748773246204	100.0	0.0	0.12744896405157036	0.0
P9503_131_MRG_STAT	39148508.0	0.0	39148508.0	1.0	19574254.0	19574254.0	30668742.0	27211552.0	8479766.0	25885048.0	39148508.0	0.0	59495.0	0.0	147775.0	0.0	4400183516.0	2209016226.0	2191167290.0	3450343976.0	3433210144.0	0.0	0.0	53137211.0	0.01547741	112.0	113.0	112.0	114.0	114.0	114.0	35.5	212.3	70.4	12938282.0	611775.0	3626.0	52093.0	66.1	78.3394912521315	69.50852890741072	21.6605087478685	66.12013924004461	100.0	0.0	0.1519725860306094	0.0
P9503_131_S31_L001	13003192.0	0.0	13003192.0	1.0	6501596.0	6501596.0	10202706.0	9061326.0	2800486.0	8618090.0	13003192.0	0.0	20512.0	0.0	50769.0	0.0	1462305412.0	734094531.0	728210881.0	1148439205.0	1142749350.0	0.0	0.0	17563317.0	0.01536935	112.0	113.0	112.0	114.0	114.0	114.0	35.6	212.2	70.3	4307522.0	204616.0	1185.0	17340.0	66.3	78.46308814020433	69.68539724707595	21.53691185979566	66.27672651453581	100.0	0.0	0.1577458827032624	0.0
P9503_131_S31_L002	13011604.0	0.0	13011604.0	1.0	6505802.0	6505802.0	10212637.0	9071314.0	2798967.0	8629588.0	13011604.0	0.0	18357.0	0.0	46539.0	0.0	1461095882.0	733729432.0	727366450.0	1147908445.0	1142226951.0	0.0	0.0	17601915.0	0.01541017	112.0	113.0	112.0	114.0	114.0	114.0	35.5	212.3	70.4	4313508.0	203454.0	1209.0	17486.0	66.3	78.48868594525318	69.71710789845741	21.511314054746826	66.32224589681641	100.0	0.0	0.14108176055772986	0.0
P9503_131_S31_L003	13133712.0	0.0	13133712.0	1.0	6566856.0	6566856.0	10253399.0	9078912.0	2880313.0	8637370.0	13133712.0	0.0	20626.0	0.0	50467.0	0.0	1476782222.0	741192263.0	735589959.0	1153996326.0	1148233843.0	0.0	0.0	17971979.0	0.01565185	112.0	113.0	112.0	114.0	114.0	114.0	35.5	212.5	70.5	4317252.0	203705.0	1232.0	17267.0	65.8	78.06931505731205	69.12677847664087	21.930684942687947	65.7648804846642	100.0	0.0	0.15704623338778861	0.0
P9503_132_MRG_STAT	32744560.0	0.0	32744560.0	1.0	16372280.0	16372280.0	25706933.0	22758220.0	7037627.0	21722474.0	32744560.0	0.0	48150.0	0.0	118139.0	0.0	3679914520.0	1847420559.0	1832493961.0	2891578853.0	2877241606.0	0.0	0.0	44790518.0	0.01556717	112.0	113.0	112.0	114.0	114.0	114.0	35.5	218.8	76.7	10857899.0	494836.0	1571.0	24804.0	66.3	78.50749254227267	69.5022928999504	21.49250745772733	66.33918427977045	100.0	0.0	0.14704732633451176	0.0
P9503_132_S32_L001	10835936.0	0.0	10835936.0	1.0	5417968.0	5417968.0	8518443.0	7549206.0	2317493.0	7203278.0	10835936.0	0.0	15706.0	0.0	39478.0	0.0	1218467953.0	611665256.0	606802697.0	958698799.0	953953312.0	0.0	0.0	14755582.0	0.01546782	112.0	113.0	112.0	114.0	114.0	114.0	35.6	218.6	76.6	3600283.0	165533.0	502.0	8285.0	66.5	78.61289509277279	69.66824093460869	21.38710490722721	66.47582636146984	100.0	0.0	0.14494363938657445	0.0
P9503_132_S32_L002	10892996.0	0.0	10892996.0	1.0	5446498.0	5446498.0	8568982.0	7593374.0	2324014.0	7248548.0	10892996.0	0.0	15701.0	0.0	38895.0	0.0	1223069209.0	614199362.0	608869847.0	963022692.0	958271413.0	0.0	0.0	14856466.0	0.0155034	112.0	113.0	112.0	114.0	114.0	114.0	35.5	218.8	76.7	3623675.0	164122.0	564.0	8326.0	66.5	78.66506147619994	69.70877433536191	21.334938523800066	66.54319895095895	100.0	0.0	0.14413849045753802	0.0
P9503_132_S32_L003	11015628.0	0.0	11015628.0	1.0	5507814.0	5507814.0	8619508.0	7615640.0	2396120.0	7270648.0	11015628.0	0.0	16743.0	0.0	39766.0	0.0	1238377358.0	621555941.0	616821417.0	969857362.0	965016881.0	0.0	0.0	15178470.0	0.01572871	112.0	113.0	112.0	114.0	114.0	114.0	35.5	219.0	76.9	3633941.0	165181.0	505.0	8193.0	66.0	78.24799457643267	69.13486911504275	21.752005423567315	66.00302769846621	100.0	0.0	0.15199315009548253	0.0
P9503_133_MRG_STAT	47585516.0	0.0	47585516.0	1.0	23792758.0	23792758.0	37935117.0	33760352.0	9650399.0	32116228.0	47585516.0	0.0	71919.0	0.0	181892.0	0.0	5353931588.0	2683152479.0	2670779109.0	4271553649.0	4250600387.0	0.0	0.0	65465872.0	0.01540156	112.0	113.0	112.0	114.0	114.0	114.0	35.6	212.3	71.4	16052324.0	758204.0	4081.0	65567.0	67.5	79.71988157068634	70.94669731016472	20.28011842931366	67.49160395780935	100.0	0.0	0.15113632475898758	0.0
P9503_133_S33_L001	15774764.0	0.0	15774764.0	1.0	7887382.0	7887382.0	12594485.0	11220708.0	3180279.0	10671764.0	15774764.0	0.0	24059.0	0.0	60151.0	0.0	1775762464.0	889977727.0	885784737.0	1418856223.0	1411920999.0	0.0	0.0	21611015.0	0.01530611	112.0	113.0	112.0	114.0	114.0	114.0	35.6	212.3	71.5	5333856.0	253631.0	1343.0	21524.0	67.7	79.83945116389697	71.13075035544114	20.160548836103032	67.65086311275401	100.0	0.0	0.1525157523751227	0.0
P9503_133_S33_L002	15799670.0	0.0	15799670.0	1.0	7899835.0	7899835.0	12617429.0	11240146.0	3182241.0	10693968.0	15799670.0	0.0	23474.0	0.0	61214.0	0.0	1776068470.0	890245584.0	885822886.0	1419510149.0	1412577019.0	0.0	0.0	21660106.0	0.01533375	112.0	113.0	112.0	114.0	114.0	114.0	35.5	212.3	71.3	5345492.0	251198.0	1375.0	22008.0	67.7	79.85881350686438	71.141650426876	20.141186493135617	67.68475544109465	100.0	0.0	0.14857272335434854	0.0
P9503_133_S33_L003	16011082.0	0.0	16011082.0	1.0	8005541.0	8005541.0	12723203.0	11299498.0	3287879.0	10750496.0	16011082.0	0.0	24386.0	0.0	60527.0	0.0	1802100654.0	902929168.0	899171486.0	1433187277.0	1426102369.0	0.0	0.0	22194751.0	0.01556322	112.0	113.0	112.0	114.0	114.0	114.0	35.6	212.3	71.4	5372976.0	253375.0	1363.0	22035.0	67.1	79.46497931869939	70.57298188841953	20.535020681300615	67.14409432167045	100.0	0.0	0.15230700835833583	0.0
P9503_134_MRG_STAT	51785360.0	0.0	51785360.0	1.0	25892680.0	25892680.0	42079954.0	37911588.0	9705406.0	35964160.0	51785360.0	0.0	95646.0	0.0	243160.0	0.0	5821253485.0	2923051512.0	2898201973.0	4734617261.0	4712059490.0	0.0	0.0	69842919.0	0.01482216	112.0	113.0	112.0	114.0	114.0	114.0	35.5	205.2	65.7	17976467.0	878491.0	6165.0	94671.0	69.4	81.25839812642029	73.20908457525447	18.741601873579715	69.4485082270356	100.0	0.0	0.1846969877200815	0.0
P9503_134_S34_L001	17188094.0	0.0	17188094.0	1.0	8594047.0	8594047.0	13989569.0	12618592.0	3198525.0	11969404.0	17188094.0	0.0	31043.0	0.0	82193.0	0.0	1933159311.0	970663644.0	962495667.0	1574828426.0	1567353851.0	0.0	0.0	23056930.0	0.01471074	112.0	113.0	112.0	114.0	114.0	114.0	35.6	205.0	65.6	5982568.0	293405.0	2056.0	31267.0	69.6	81.39104312554957	73.41472533254705	18.60895687445042	69.63776204621641	100.0	0.0	0.18060757638397837	0.0
P9503_134_S34_L002	17199672.0	0.0	17199672.0	1.0	8599836.0	8599836.0	13997266.0	12620090.0	3202406.0	11974322.0	17199672.0	0.0	30908.0	0.0	77591.0	0.0	1931565771.0	970261010.0	961304761.0	1573456645.0	1565986610.0	0.0	0.0	23113727.0	0.01475985	112.0	113.0	112.0	114.0	114.0	114.0	35.4	205.2	65.7	5986063.0	290311.0	2080.0	31591.0	69.6	81.38100540521935	73.37401550448172	18.618994594780645	69.61947879006065	100.0	0.0	0.17970110127681505	0.0
P9503_134_S34_L003	17397594.0	0.0	17397594.0	1.0	8698797.0	8698797.0	14093119.0	12672906.0	3304475.0	12020434.0	17397594.0	0.0	33695.0	0.0	83376.0	0.0	1956528403.0	982126858.0	974401545.0	1586332190.0	1578719029.0	0.0	0.0	23672262.0	0.0149946	112.0	113.0	112.0	114.0	114.0	114.0	35.5	205.2	65.7	6007836.0	294775.0	2029.0	31813.0	69.1	81.00613797517059	72.84286551347272	18.99386202482941	69.09250784907385	100.0	0.0	0.1936762060317076	0.0
P9503_135_MRG_STAT	51006336.0	0.0	51006336.0	1.0	25503168.0	25503168.0	41432140.0	37210730.0	9574196.0	35512360.0	51006336.0	0.0	95868.0	0.0	244357.0	0.0	5737724647.0	2878781521.0	2858943126.0	4664487512.0	4642524424.0	0.0	0.0	69094975.0	0.01488306	112.0	113.0	112.0	114.0	114.0	114.0	35.6	209.6	66.1	17751350.0	743731.0	6782.0	103502.0	69.6	81.22939863784767	72.95315232993799	18.77060136215234	69.62342874422504	100.0	0.0	0.18795312017706978	0.0
P9503_135_S35_L001	16926292.0	0.0	16926292.0	1.0	8463146.0	8463146.0	13771251.0	12380560.0	3155041.0	11814604.0	16926292.0	0.0	33235.0	0.0	84288.0	0.0	1905009705.0	955802193.0	949207512.0	1551139178.0	1543860127.0	0.0	0.0	22821996.0	0.01478243	112.0	113.0	112.0	114.0	114.0	114.0	35.6	209.5	66.0	5905517.0	248187.0	2227.0	34349.0	69.8	81.36011714792583	73.14395852322528	18.63988285207416	69.80030830142834	100.0	0.0	0.19635133318035633	0.0
P9503_135_S35_L002	16919730.0	0.0	16919730.0	1.0	8459865.0	8459865.0	13768667.0	12378226.0	3151063.0	11814330.0	16919730.0	0.0	31093.0	0.0	80042.0	0.0	1901616177.0	954343719.0	947272458.0	1548786264.0	1541522807.0	0.0	0.0	22837047.0	0.0148146	112.0	113.0	112.0	114.0	114.0	114.0	35.5	209.6	66.0	5905971.0	246773.0	2263.0	34106.0	69.8	81.37639903237228	73.15853148956869	18.623600967627734	69.8257596309161	100.0	0.0	0.18376770787713517	0.0
P9503_135_S35_L003	17160314.0	0.0	17160314.0	1.0	8580157.0	8580157.0	13892222.0	12451944.0	3268092.0	11883426.0	17160314.0	0.0	31540.0	0.0	80027.0	0.0	1931098765.0	968635609.0	962463156.0	1564562070.0	1557141490.0	0.0	0.0	23435932.0	0.01505061	112.0	113.0	112.0	114.0	114.0	114.0	35.6	209.7	66.2	5939862.0	248771.0	2292.0	35047.0	69.2	80.95552330802337	72.56244844936987	19.044476691976612	69.24946711348056	100.0	0.0	0.18379617062951178	0.0
P9503_136_MRG_STAT	47507250.0	0.0	47507250.0	1.0	23753625.0	23753625.0	38856969.0	35033476.0	8650281.0	33389598.0	47507250.0	0.0	87493.0	0.0	225542.0	0.0	5333545012.0	2682379853.0	2651165159.0	4366613750.0	4346228749.0	0.0	0.0	63801360.0	0.01467971	112.0	113.0	112.0	114.0	114.0	114.0	35.4	212.3	70.5	16691176.0	749059.0	4207.0	72296.0	70.3	81.7916612727531	73.7434307395187	18.208338727246893	70.283163096159	100.0	0.0	0.18416767966994513	0.0
P9503_136_S36_L001	15716328.0	0.0	15716328.0	1.0	7858164.0	7858164.0	12874183.0	11619804.0	2842145.0	11072268.0	15716328.0	0.0	31169.0	0.0	79635.0	0.0	1765338426.0	887758294.0	877580132.0	1447468083.0	1440718612.0	0.0	0.0	20992129.0	0.0145706	112.0	113.0	112.0	114.0	114.0	114.0	35.5	212.2	70.5	5534430.0	250068.0	1352.0	24052.0	70.5	81.91597299318263	73.93459846345787	18.08402700681737	70.45073123951092	100.0	0.0	0.1983224071169805	0.0
P9503_136_S36_L002	15798864.0	0.0	15798864.0	1.0	7899432.0	7899432.0	12944810.0	11680522.0	2854054.0	11135488.0	15798864.0	0.0	29727.0	0.0	77275.0	0.0	1771955485.0	891530684.0	880424801.0	1453310311.0	1446557163.0	0.0	0.0	21144572.0	0.01461717	112.0	113.0	111.0	114.0	114.0	114.0	35.4	212.3	70.5	5567435.0	247303.0	1430.0	24093.0	70.5	81.93506824288126	73.93267009577397	18.064931757118742	70.48283977886005	100.0	0.0	0.18815909802122482	0.0
P9503_136_S36_L003	15992058.0	0.0	15992058.0	1.0	7996029.0	7996029.0	13037976.0	11733150.0	2954082.0	11181842.0	15992058.0	0.0	26597.0	0.0	68632.0	0.0	1796251101.0	903090875.0	893160226.0	1465835356.0	1458952974.0	0.0	0.0	21664659.0	0.01484946	112.0	113.0	112.0	114.0	114.0	114.0	35.5	212.3	70.5	5589311.0	251688.0	1425.0	24151.0	69.9	81.52781837084383	73.36860584172469	18.47218162915617	69.9212196454015	100.0	0.0	0.1663138040144677	0.0
P9503_137_MRG_STAT	45346638.0	0.0	45346638.0	1.0	22673319.0	22673319.0	35547883.0	31455466.0	9798755.0	29655218.0	45346638.0	0.0	74199.0	0.0	188041.0	0.0	5093363949.0	2560448766.0	2532915183.0	3996509975.0	3976021966.0	0.0	0.0	62701056.0	0.0157698	112.0	113.0	112.0	114.0	114.0	114.0	35.5	207.7	69.8	14823882.0	816177.0	5661.0	82013.0	65.4	78.39144105898215	69.36669924681075	21.608558941017854	65.39672908055499	100.0	0.0	0.1636262428098859	0.0
P9503_137_S37_L001	15020874.0	0.0	15020874.0	1.0	7510437.0	7510437.0	11788955.0	10443702.0	3231919.0	9847592.0	15020874.0	0.0	23764.0	0.0	60019.0	0.0	1687991717.0	848537186.0	839454531.0	1325991355.0	1319213917.0	0.0	0.0	20668260.0	0.0156671	112.0	113.0	112.0	114.0	114.0	114.0	35.5	207.7	69.7	4922040.0	271006.0	1856.0	26949.0	65.6	78.48381525602305	69.52792493965397	21.51618474397695	65.55938089887447	100.0	0.0	0.15820650649223206	0.0
P9503_137_S37_L002	15065612.0	0.0	15065612.0	1.0	7532806.0	7532806.0	11834703.0	10484150.0	3230909.0	9883276.0	15065612.0	0.0	25550.0	0.0	65817.0	0.0	1690579014.0	850164051.0	840414963.0	1329329612.0	1322539537.0	0.0	0.0	20772811.0	0.01570676	112.0	113.0	112.0	114.0	114.0	114.0	35.4	207.7	69.7	4941026.0	271886.0	1869.0	27294.0	65.6	78.55441252569095	69.58993766731813	21.44558747430904	65.60155671073966	100.0	0.0	0.1695915174239188	0.0
P9503_137_S37_L003	15260152.0	0.0	15260152.0	1.0	7630076.0	7630076.0	11924225.0	10527614.0	3335927.0	9924350.0	15260152.0	0.0	24885.0	0.0	62205.0	0.0	1714793218.0	861747529.0	853045689.0	1341189008.0	1334268512.0	0.0	0.0	21259985.0	0.01593381	112.0	113.0	112.0	114.0	114.0	114.0	35.5	207.8	69.8	4960816.0	273285.0	1936.0	27770.0	65.0	78.13962141399378	68.98760903561117	21.86037858600622	65.0344111906618	100.0	0.0	0.16307177018944505	0.0
P9503_138_MRG_STAT	40370110.0	0.0	40370110.0	1.0	20185055.0	20185055.0	31675199.0	27803254.0	8694911.0	26628364.0	40370110.0	0.0	60074.0	0.0	144572.0	0.0	4540660408.0	2275394575.0	2265265833.0	3565625566.0	3547877784.0	0.0	0.0	55967085.0	0.01577481	112.0	113.0	112.0	114.0	114.0	114.0	35.6	225.8	76.7	13312582.0	513064.0	5147.0	70834.0	66.0	78.46200815405258	68.87088987372093	21.53799184594741	65.96059312199051	100.0	0.0	0.14880811570738844	0.0
P9503_138_S38_L001	13386132.0	0.0	13386132.0	1.0	6693066.0	6693066.0	10521688.0	9246020.0	2864444.0	8853934.0	13386132.0	0.0	19364.0	0.0	46739.0	0.0	1506503650.0	754972567.0	751531083.0	1185064920.0	1179178290.0	0.0	0.0	18483196.0	0.01567464	112.0	113.0	112.0	114.0	114.0	114.0	35.6	225.8	76.7	4426363.0	171363.0	1674.0	23610.0	66.1	78.60140629122738	69.07163323953476	21.39859370877263	66.14258696985806	100.0	0.0	0.14465717206434242	0.0
P9503_138_S38_L002	13413308.0	0.0	13413308.0	1.0	6706654.0	6706654.0	10543583.0	9265598.0	2869725.0	8875172.0	13413308.0	0.0	19635.0	0.0	47022.0	0.0	1507292480.0	755483552.0	751808928.0	1185836408.0	1179961260.0	0.0	0.0	18546320.0	0.01571774	112.0	113.0	112.0	114.0	114.0	114.0	35.5	225.8	76.8	4437323.0	170409.0	1740.0	23327.0	66.2	78.6053895131611	69.07765034546289	21.394610486838893	66.16691423174656	100.0	0.0	0.1463844713026794	0.0
P9503_138_S38_L003	13570670.0	0.0	13570670.0	1.0	6785335.0	6785335.0	10609928.0	9291636.0	2960742.0	8899258.0	13570670.0	0.0	21075.0	0.0	50811.0	0.0	1526864278.0	764938456.0	761925822.0	1194724238.0	1188738234.0	0.0	0.0	18937569.0	0.01593081	112.0	113.0	112.0	114.0	114.0	114.0	35.6	225.9	76.8	4448896.0	171292.0	1733.0	23897.0	65.6	78.18278684840175	68.46851334532488	21.817213151598263	65.57714541728595	100.0	0.0	0.15529815403366232	0.0
P9503_139_MRG_STAT	44850448.0	0.0	44850448.0	1.0	22425224.0	22425224.0	34379739.0	30282126.0	10470709.0	28815284.0	44850448.0	0.0	67377.0	0.0	166295.0	0.0	5037024131.0	2532244128.0	2504780003.0	3865081876.0	3845463866.0	0.0	0.0	60962685.0	0.01585314	112.0	113.0	112.0	114.0	114.0	114.0	35.5	216.5	75.4	14404527.0	685045.0	3202.0	48289.0	64.2	76.65417076770336	67.51800115798174	23.34582923229663	64.247483102064	100.0	0.0	0.1502259241646817	0.0
P9503_139_S39_L001	14909670.0	0.0	14909670.0	1.0	7454835.0	7454835.0	11448890.0	10096874.0	3460780.0	9607980.0	14909670.0	0.0	22187.0	0.0	54670.0	0.0	1675341235.0	842221887.0	833119348.0	1287768819.0	1281248390.0	0.0	0.0	20183822.0	0.01575325	112.0	113.0	112.0	114.0	114.0	114.0	35.5	216.4	75.3	4802657.0	228857.0	1048.0	15875.0	64.4	76.78835279385795	67.72030501010417	23.211647206142054	64.4412652996344	100.0	0.0	0.14880946392509023	0.0
P9503_139_S39_L002	14906622.0	0.0	14906622.0	1.0	7453311.0	7453311.0	11446814.0	10092760.0	3459808.0	9603368.0	14906622.0	0.0	22644.0	0.0	57462.0	0.0	1672586695.0	841124651.0	831462044.0	1285769055.0	1279261652.0	0.0	0.0	20199079.0	0.01578964	112.0	113.0	112.0	114.0	114.0	114.0	35.4	216.5	75.4	4801041.0	228105.0	1063.0	16171.0	64.4	76.79012723338661	67.70655350353688	23.209872766613387	64.42350252122849	100.0	0.0	0.15190564300885875	0.0
P9503_139_S39_L003	15034156.0	0.0	15034156.0	1.0	7517078.0	7517078.0	11484035.0	10092492.0	3550121.0	9603936.0	15034156.0	0.0	22546.0	0.0	54163.0	0.0	1689096201.0	848897590.0	840198611.0	1291544002.0	1284953824.0	0.0	0.0	20579784.0	0.01601597	112.0	113.0	112.0	114.0	114.0	114.0	35.5	216.6	75.6	4800829.0	228083.0	1091.0	16243.0	63.9	76.3862966434564	67.13041955930217	23.613703356543596	63.88077920702698	100.0	0.0	0.14996518594060088	0.0
