Sample	raw_total_sequences	filtered_sequences	sequences	is_sorted	1st_fragments	last_fragments	reads_mapped	reads_mapped_and_paired	reads_unmapped	reads_properly_paired	reads_paired	reads_duplicated	reads_MQ0	reads_QC_failed	non-primary_alignments	supplementary_alignments	total_length	total_first_fragment_length	total_last_fragment_length	bases_mapped	bases_mapped_(cigar)	bases_trimmed	bases_duplicated	mismatches	error_rate	average_length	average_first_fragment_length	average_last_fragment_length	maximum_length	maximum_first_fragment_length	maximum_last_fragment_length	average_quality	insert_size_average	insert_size_standard_deviation	inward_oriented_pairs	outward_oriented_pairs	pairs_with_other_orientation	pairs_on_different_chromosomes	percentage_of_properly_paired_reads_(%)	reads_mapped_percent	reads_mapped_and_paired_percent	reads_unmapped_percent	reads_properly_paired_percent	reads_paired_percent	reads_duplicated_percent	reads_MQ0_percent	reads_QC_failed_percent
P9503_111_MRG_STAT	36823670.0	0.0	36823670.0	1.0	18411835.0	18411835.0	36548258.0	36480952.0	275412.0	34327954.0	36823670.0	0.0	11325.0	0.0	7577456.0	0.0	4142397533.0	2076787779.0	2065609754.0	4113527529.0	4110229959.0	0.0	0.0	3425829.0	0.0008334884	112.0	113.0	112.0	114.0	114.0	114.0	35.6	203.8	70.6	17156556.0	998641.0	2852.0	82427.0	93.2	99.2520788938202	99.06929971944676	0.7479211061798022	93.22252236129641	100.0	0.0	0.03075467491426031	0.0
P9503_111_S11_L001	12206932.0	0.0	12206932.0	1.0	6103466.0	6103466.0	12115253.0	12092966.0	91679.0	11376284.0	12206932.0	0.0	3449.0	0.0	2527003.0	0.0	1373868509.0	688787717.0	685080792.0	1364245485.0	1363169157.0	0.0	0.0	936830.0	0.0006872441	112.0	113.0	112.0	114.0	114.0	114.0	35.7	203.7	70.6	5685257.0	332946.0	928.0	27352.0	93.2	99.24895952562036	99.06638293717045	0.7510404743796394	93.19527625778534	100.0	0.0	0.02825443772440118	0.0
P9503_111_S11_L002	12221292.0	0.0	12221292.0	1.0	6110646.0	6110646.0	12130344.0	12107964.0	90948.0	11395862.0	12221292.0	0.0	3768.0	0.0	2525762.0	0.0	1373573272.0	688805451.0	684767821.0	1364052350.0	1362975312.0	0.0	0.0	973378.0	0.0007141567	112.0	113.0	112.0	114.0	114.0	114.0	35.5	203.9	70.6	5696186.0	329616.0	924.0	27256.0	93.2	99.25582336139256	99.07270033315626	0.7441766386074402	93.2459677749292	100.0	0.0	0.030831437461767544	0.0
P9503_111_S11_L003	12395446.0	0.0	12395446.0	1.0	6197723.0	6197723.0	12302661.0	12280022.0	92785.0	11555808.0	12395446.0	0.0	4108.0	0.0	2524691.0	0.0	1394955752.0	699194611.0	695761141.0	1385229694.0	1384085490.0	0.0	0.0	1515621.0	0.001095034	112.0	113.0	112.0	114.0	114.0	114.0	35.6	203.9	70.7	5775113.0	336079.0	1000.0	27819.0	93.2	99.25145896323538	99.06881930670345	0.7485410367646311	93.22623808776224	100.0	0.0	0.03314120363236627	0.0
P9503_112_MRG_STAT	36625124.0	0.0	36625124.0	1.0	18312562.0	18312562.0	36351868.0	36282434.0	273256.0	34227596.0	36625124.0	0.0	12181.0	0.0	7388848.0	0.0	4112896749.0	2065872695.0	2047024054.0	4083930604.0	4080729176.0	0.0	0.0	3705283.0	0.0009079953	112.0	113.0	112.0	114.0	114.0	114.0	35.5	206.5	73.3	17110236.0	952883.0	2558.0	75540.0	93.5	99.25391105843082	99.06433081291411	0.7460889415691807	93.45387062716838	100.0	0.0	0.03325859046920906	0.0
P9503_112_S12_L001	12111074.0	0.0	12111074.0	1.0	6055537.0	6055537.0	12021296.0	11998352.0	89778.0	11316022.0	12111074.0	0.0	3576.0	0.0	2450854.0	0.0	1360778359.0	683459844.0	677318515.0	1351244182.0	1350198951.0	0.0	0.0	1024085.0	0.0007584697	112.0	113.0	112.0	114.0	114.0	114.0	35.5	206.5	73.2	5656412.0	316880.0	851.0	25033.0	93.4	99.25871148999667	99.0692650379314	0.7412885100033242	93.43533034312233	100.0	0.0	0.029526695980884934	0.0
P9503_112_S12_L002	12177046.0	0.0	12177046.0	1.0	6088523.0	6088523.0	12086356.0	12063440.0	90690.0	11382008.0	12177046.0	0.0	4001.0	0.0	2471833.0	0.0	1366119394.0	686432607.0	679686787.0	1356526728.0	1355481369.0	0.0	0.0	1071560.0	0.0007905384	112.0	113.0	112.0	114.0	114.0	114.0	35.4	206.5	73.3	5690621.0	314978.0	884.0	25237.0	93.5	99.25523809304818	99.06704795235231	0.7447619069518174	93.47101094961783	100.0	0.0	0.03285690141927689	0.0
P9503_112_S12_L003	12337004.0	0.0	12337004.0	1.0	6168502.0	6168502.0	12244216.0	12220642.0	92788.0	11529566.0	12337004.0	0.0	4604.0	0.0	2466161.0	0.0	1385998996.0	695980244.0	690018752.0	1376159694.0	1375048856.0	0.0	0.0	1609638.0	0.001170604	112.0	113.0	112.0	114.0	114.0	114.0	35.5	206.6	73.4	5763203.0	321025.0	823.0	25270.0	93.5	99.2478887094468	99.05680503953796	0.7521112905532008	93.45515329329552	100.0	0.0	0.03731862290066535	0.0
P9503_113_MRG_STAT	38480282.0	0.0	38480282.0	1.0	19240141.0	19240141.0	38202908.0	38118274.0	277374.0	36047058.0	38480282.0	0.0	12583.0	0.0	6281316.0	0.0	4320458152.0	2169913308.0	2150544844.0	4292417552.0	4288988662.0	0.0	0.0	4237342.0	0.0009879583	112.0	113.0	112.0	114.0	114.0	114.0	35.5	211.6	73.0	18020637.0	932048.0	4126.0	102326.0	93.7	99.27917887919844	99.05923766359092	0.7208211208015575	93.67669914685138	100.0	0.0	0.03269986430972621	0.0
P9503_113_S13_L001	12734392.0	0.0	12734392.0	1.0	6367196.0	6367196.0	12643119.0	12615514.0	91273.0	11927410.0	12734392.0	0.0	3910.0	0.0	2097173.0	0.0	1430461677.0	718418364.0	712043313.0	1421208712.0	1420091228.0	0.0	0.0	1193049.0	0.0008401214	112.0	113.0	112.0	114.0	114.0	114.0	35.5	211.5	73.0	5962392.0	310338.0	1315.0	33712.0	93.7	99.28325592615651	99.06648075542202	0.716744073843494	93.66297189532095	100.0	0.0	0.03070425348929105	0.0
P9503_113_S13_L002	12792894.0	0.0	12792894.0	1.0	6396447.0	6396447.0	12700363.0	12672090.0	92531.0	11984718.0	12792894.0	0.0	4102.0	0.0	2092264.0	0.0	1435003916.0	720946074.0	714057842.0	1425673505.0	1424550465.0	0.0	0.0	1239769.0	0.0008702878	112.0	113.0	112.0	114.0	114.0	114.0	35.4	211.7	73.0	5992170.0	308353.0	1415.0	34107.0	93.7	99.27670001799437	99.05569451290694	0.7232999820056353	93.68261786582457	100.0	0.0	0.032064675905233014	0.0
P9503_113_S13_L003	12952996.0	0.0	12952996.0	1.0	6476498.0	6476498.0	12859426.0	12830670.0	93570.0	12134930.0	12952996.0	0.0	4571.0	0.0	2091879.0	0.0	1454992559.0	730548870.0	724443689.0	1445535335.0	1444346969.0	0.0	0.0	1804524.0	0.00124937	112.0	113.0	112.0	114.0	114.0	114.0	35.5	211.7	73.1	6066075.0	313357.0	1396.0	34507.0	93.7	99.27761886130436	99.05561616787344	0.7223811386956346	93.68434916524332	100.0	0.0	0.03528913310866459	0.0
P9503_114_MRG_STAT	37960462.0	0.0	37960462.0	1.0	18980231.0	18980231.0	37416519.0	37334300.0	543943.0	35602350.0	37960462.0	0.0	11540.0	0.0	6096952.0	0.0	4267772041.0	2137340048.0	2130431993.0	4208841058.0	4205793051.0	0.0	0.0	3987199.0	0.0009480255	112.0	113.0	112.0	114.0	114.0	114.0	35.6	221.5	78.1	17796861.0	768708.0	4084.0	97497.0	93.8	98.56708013722277	98.35048899036055	1.4329198627772233	93.78797866053368	100.0	0.0	0.03040005150622245	0.0
P9503_114_S14_L001	12571684.0	0.0	12571684.0	1.0	6285842.0	6285842.0	12391610.0	12364842.0	180074.0	11790990.0	12571684.0	0.0	3559.0	0.0	2025450.0	0.0	1414178190.0	708281745.0	705896445.0	1394634016.0	1393635688.0	0.0	0.0	1116914.0	0.000801439	112.0	113.0	112.0	114.0	114.0	114.0	35.6	221.4	77.9	5893630.0	255169.0	1318.0	32304.0	93.8	98.56762228512902	98.3546993386089	1.432377714870975	93.7900602655937	100.0	0.0	0.02830965207206926	0.0
P9503_114_S14_L002	12629018.0	0.0	12629018.0	1.0	6314509.0	6314509.0	12448145.0	12420566.0	180873.0	11844406.0	12629018.0	0.0	3715.0	0.0	2042366.0	0.0	1418569328.0	710559846.0	708009482.0	1399004336.0	1398009625.0	0.0	0.0	1157230.0	0.0008277697	112.0	113.0	112.0	114.0	114.0	114.0	35.5	221.5	78.1	5921481.0	255129.0	1390.0	32283.0	93.8	98.56779838305718	98.34942035873256	1.4322016169428216	93.78722874573462	100.0	0.0	0.029416380592695333	0.0
P9503_114_S14_L003	12759760.0	0.0	12759760.0	1.0	6379880.0	6379880.0	12576764.0	12548892.0	182996.0	11966954.0	12759760.0	0.0	4266.0	0.0	2029136.0	0.0	1435024523.0	718498457.0	716526066.0	1415202706.0	1414147738.0	0.0	0.0	1713055.0	0.001211369	112.0	113.0	112.0	114.0	114.0	114.0	35.6	221.6	78.2	5981750.0	258410.0	1376.0	32910.0	93.8	98.565835094077	98.34739838366866	1.4341649059229955	93.78666996871414	100.0	0.0	0.03343323071907309	0.0
P9503_115_MRG_STAT	36492106.0	0.0	36492106.0	1.0	18246053.0	18246053.0	35994660.0	35926046.0	497446.0	34284122.0	36492106.0	0.0	11356.0	0.0	5824406.0	0.0	4097528408.0	2057473773.0	2040054635.0	4044331266.0	4041456123.0	0.0	0.0	3965658.0	0.0009812448	112.0	113.0	112.0	114.0	114.0	114.0	35.5	217.4	75.2	17139548.0	763589.0	2534.0	57352.0	93.9	98.63683943042366	98.44881520403345	1.3631605695763354	93.94942018418998	100.0	0.0	0.03111905900963896	0.0
P9503_115_S15_L001	12101686.0	0.0	12101686.0	1.0	6050843.0	6050843.0	11936434.0	11914016.0	165252.0	11368360.0	12101686.0	0.0	3538.0	0.0	1936581.0	0.0	1359529018.0	682641254.0	676887764.0	1341837039.0	1340900620.0	0.0	0.0	1121503.0	0.0008363804	112.0	113.0	112.0	114.0	114.0	114.0	35.6	217.3	75.1	5682983.0	254180.0	823.0	19022.0	93.9	98.63447126292981	98.44922434774791	1.36552873707019	93.94029889719498	100.0	0.0	0.029235595767399685	0.0
P9503_115_S15_L002	12141580.0	0.0	12141580.0	1.0	6070790.0	6070790.0	11976382.0	11953432.0	165198.0	11407988.0	12141580.0	0.0	3701.0	0.0	1950151.0	0.0	1362046501.0	684118308.0	677928193.0	1344409244.0	1343466691.0	0.0	0.0	1159379.0	0.0008629756	112.0	113.0	112.0	114.0	114.0	114.0	35.4	217.4	75.2	5703748.0	252947.0	832.0	19189.0	94.0	98.6394027795394	98.4503828990955	1.3605972204605992	93.95801864337261	100.0	0.0	0.030482029521693224	0.0
P9503_115_S15_L003	12248840.0	0.0	12248840.0	1.0	6124420.0	6124420.0	12081844.0	12058598.0	166996.0	11507774.0	12248840.0	0.0	4117.0	0.0	1937674.0	0.0	1375952889.0	690714211.0	685238678.0	1358084983.0	1357088812.0	0.0	0.0	1684776.0	0.001241463	112.0	113.0	112.0	114.0	114.0	114.0	35.5	217.5	75.2	5752817.0	256462.0	879.0	19141.0	93.9	98.63663824492768	98.4468570085004	1.3633617550723172	93.9499087260508	100.0	0.0	0.033611346053993685	0.0
P9503_116_MRG_STAT	30511016.0	0.0	30511016.0	1.0	15255508.0	15255508.0	28611371.0	28559726.0	1899645.0	27452586.0	30511016.0	0.0	9052.0	0.0	4074512.0	0.0	3424718599.0	1720045261.0	1704673338.0	3212817716.0	3210759089.0	0.0	0.0	3182197.0	0.0009911043	112.0	113.0	112.0	114.0	114.0	114.0	35.5	227.1	80.2	13724589.0	530846.0	1457.0	22971.0	90.0	93.77390448092584	93.60463774788752	6.2260955190741605	89.97598113415823	100.0	0.0	0.029667973036361685	0.0
P9503_116_S16_L001	10096238.0	0.0	10096238.0	1.0	5048119.0	5048119.0	9468069.0	9451094.0	628169.0	9083396.0	10096238.0	0.0	2817.0	0.0	1356302.0	0.0	1133885309.0	569482387.0	564402922.0	1063766086.0	1063098694.0	0.0	0.0	896753.0	0.0008435275	112.0	113.0	112.0	114.0	114.0	114.0	35.5	227.1	80.2	4541045.0	176473.0	482.0	7547.0	90.0	93.77818747933637	93.6100555474227	6.221812520663637	89.9681247609258	100.0	0.0	0.02790148172022094	0.0
P9503_116_S16_L002	10148782.0	0.0	10148782.0	1.0	5074391.0	5074391.0	9518174.0	9501102.0	630608.0	9134176.0	10148782.0	0.0	3017.0	0.0	1367292.0	0.0	1138038998.0	571742761.0	566296237.0	1067756996.0	1067085083.0	0.0	0.0	933719.0	0.0008750184	112.0	113.0	112.0	114.0	114.0	114.0	35.4	227.2	80.2	4566953.0	175380.0	548.0	7670.0	90.0	93.78636766461237	93.61815043420975	6.2136323353876355	90.00268209525044	100.0	0.0	0.029727705255665163	0.0
P9503_116_S16_L003	10265996.0	0.0	10265996.0	1.0	5132998.0	5132998.0	9625128.0	9607530.0	640868.0	9235014.0	10265996.0	0.0	3218.0	0.0	1350918.0	0.0	1152794292.0	578820113.0	573974179.0	1081294634.0	1080575312.0	0.0	0.0	1351725.0	0.001250931	112.0	113.0	112.0	114.0	114.0	114.0	35.5	227.1	80.1	4616591.0	178993.0	427.0	7754.0	90.0	93.75737142309426	93.58595113421046	6.242628576905738	89.95731149710168	100.0	0.0	0.031346203524723754	0.0
P9503_117_MRG_STAT	49610248.0	0.0	49610248.0	1.0	24805124.0	24805124.0	49265790.0	49189332.0	344458.0	47300274.0	49610248.0	0.0	10964.0	0.0	6956249.0	0.0	5577400148.0	2796919858.0	2780480290.0	5541036999.0	5537870856.0	0.0	0.0	4726471.0	0.0008534816	112.0	113.0	112.0	114.0	114.0	114.0	35.6	218.3	73.4	23643901.0	860560.0	3372.0	86833.0	95.3	99.30567168299582	99.15155433208074	0.6943283170041803	95.3437563948481	100.0	0.0	0.022100272508212414	0.0
P9503_117_S17_L001	16403230.0	0.0	16403230.0	1.0	8201615.0	8201615.0	16289689.0	16264750.0	113541.0	15638482.0	16403230.0	0.0	3447.0	0.0	2307966.0	0.0	1845149491.0	925270353.0	919879138.0	1833127865.0	1832101525.0	0.0	0.0	1295023.0	0.0007068511	112.0	113.0	112.0	114.0	114.0	114.0	35.6	218.2	73.3	7816923.0	285647.0	1103.0	28702.0	95.3	99.30781315631128	99.15577602703858	0.6921868436887125	95.3378206609308	100.0	0.0	0.02101415391968533	0.0
P9503_117_S17_L002	16500932.0	0.0	16500932.0	1.0	8250466.0	8250466.0	16386331.0	16360850.0	114601.0	15734650.0	16500932.0	0.0	3479.0	0.0	2325222.0	0.0	1853438429.0	929685098.0	923753331.0	1841370455.0	1840338387.0	0.0	0.0	1351063.0	0.0007341384	112.0	113.0	112.0	114.0	114.0	114.0	35.5	218.4	73.6	7865617.0	284985.0	1123.0	28700.0	95.4	99.30548771426972	99.15106613371898	0.6945122857302848	95.3561289750179	100.0	0.0	0.021083657577644705	0.0
P9503_117_S17_L003	16706086.0	0.0	16706086.0	1.0	8353043.0	8353043.0	16589770.0	16563732.0	116316.0	15927142.0	16706086.0	0.0	4038.0	0.0	2323061.0	0.0	1878812228.0	941964407.0	936847821.0	1866538679.0	1865430944.0	0.0	0.0	2080385.0	0.00111523	112.0	113.0	112.0	114.0	114.0	114.0	35.6	218.3	73.4	7961361.0	289928.0	1146.0	29431.0	95.3	99.30375074089766	99.14789137323967	0.6962492591023415	95.33736388044453	100.0	0.0	0.02417083211471556	0.0
P9503_118_MRG_STAT	47376966.0	0.0	47376966.0	1.0	23688483.0	23688483.0	47010340.0	46917866.0	366626.0	44470598.0	47376966.0	0.0	11930.0	0.0	6478716.0	0.0	5324046454.0	2672769086.0	2651277368.0	5285234764.0	5281380739.0	0.0	0.0	4612619.0	0.0008733736	112.0	113.0	112.0	114.0	114.0	114.0	35.5	208.4	71.3	22230155.0	1112924.0	4280.0	111574.0	93.9	99.22615137491076	99.03096369657779	0.7738486250892469	93.86544085579477	100.0	0.0	0.025181013068671387	0.0
P9503_118_S18_L001	15679396.0	0.0	15679396.0	1.0	7839698.0	7839698.0	15559093.0	15528744.0	120303.0	14717432.0	15679396.0	0.0	3653.0	0.0	2156706.0	0.0	1762950360.0	884934664.0	878015696.0	1750183831.0	1748934133.0	0.0	0.0	1273583.0	0.0007282053	112.0	113.0	112.0	114.0	114.0	114.0	35.6	208.4	71.3	7356430.0	369662.0	1424.0	36856.0	93.9	99.23273192411239	99.03917217219337	0.7672680758876171	93.8647891793791	100.0	0.0	0.02329809132953846	0.0
P9503_118_S18_L002	15783584.0	0.0	15783584.0	1.0	7891792.0	7891792.0	15661395.0	15630656.0	122189.0	14816576.0	15783584.0	0.0	3886.0	0.0	2163226.0	0.0	1772022757.0	889894819.0	882127938.0	1759112285.0	1757848060.0	0.0	0.0	1328701.0	0.0007558679	112.0	113.0	112.0	114.0	114.0	114.0	35.5	208.4	71.3	7407595.0	369146.0	1432.0	37155.0	93.9	99.22584756415273	99.0310945853616	0.7741524358472701	93.87333067065123	100.0	0.0	0.024620517114490603	0.0
P9503_118_S18_L003	15913986.0	0.0	15913986.0	1.0	7956993.0	7956993.0	15789852.0	15758466.0	124134.0	14936590.0	15913986.0	0.0	4391.0	0.0	2158784.0	0.0	1789073337.0	897939603.0	891133734.0	1775938648.0	1774598546.0	0.0	0.0	2010335.0	0.001132839	112.0	113.0	112.0	114.0	114.0	114.0	35.6	208.5	71.3	7466130.0	374116.0	1424.0	37563.0	93.9	99.21996915166321	99.02274640683987	0.7800308483368026	93.8582577614433	100.0	0.0	0.027592081581572333	0.0
