"ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0009127","purine nucleoside monophosphate biosynthetic process","6/108","22/5135",4.27291860152052e-06,9.76487574523955e-05,8.26803134969141e-05,"ADE1/ADE5,7/ADE13/ADE17/ADE4/ADE2",6
"GO:0009168","purine ribonucleoside monophosphate biosynthetic process","6/108","22/5135",4.27291860152052e-06,9.76487574523955e-05,8.26803134969141e-05,"ADE1/ADE5,7/ADE13/ADE17/ADE4/ADE2",6
"GO:0051321","meiotic cell cycle","20/108","320/5135",8.191539759943e-06,0.000181852182670735,0.000153976311277124,"LDS1/DTR1/RRT12/MAM1/SPO11/NDT80/SSP1/HOP1/YVH1/DIT2/SPS2/SPS1/HFM1/AMA1/LOH1/CRR1/CDA1/SPO1/SPS19/OSW1",20
"GO:0009126","purine nucleoside monophosphate metabolic process","6/108","25/5135",9.63399158388797e-06,0.000202313823261647,0.000171301415076244,"ADE1/ADE5,7/ADE13/ADE17/ADE4/ADE2",6
"GO:0009167","purine ribonucleoside monophosphate metabolic process","6/108","25/5135",9.63399158388797e-06,0.000202313823261647,0.000171301415076244,"ADE1/ADE5,7/ADE13/ADE17/ADE4/ADE2",6
"GO:0032505","reproduction of a single-celled organism","15/108","194/5135",1.04963913069208e-05,0.000214623580144143,0.000181724226227852,"LDS1/DTR1/RRT12/SSP1/YVH1/DIT2/SPS2/SPS1/AMA1/LOH1/CRR1/CDA1/SPO1/SPS19/OSW1",15
"GO:0019953","sexual reproduction","16/108","232/5135",2.21726369093531e-05,0.000441747150732497,0.000374032336527549,"LDS1/DTR1/RRT12/SSP1/YVH1/DIT2/SPS2/SPS1/MF(ALPHA)2/AMA1/LOH1/CRR1/CDA1/SPO1/SPS19/OSW1",16
"GO:0015695","organic cation transport","5/108","18/5135",2.58395308297293e-05,0.000501932886367491,0.000424992283383705,"DUR3/HNM1/TPO1/NRT1/TPO4",5
"GO:0006812","cation transport","15/108","220/5135",4.6971890238634e-05,0.000890174602815089,0.000753720960183473,"AAC3/PHO89/AGP1/DUR3/ZRT3/GEX2/HXT10/HNM1/ZRT1/TPO1/FET4/HXT17/FRE7/NRT1/TPO4",15
"GO:0034220","ion transmembrane transport","15/108","223/5135",5.49735606033721e-05,0.00101701087116238,0.000861114671105453,"AAC3/PHO89/AGP1/HSP30/DUR3/ZRT3/GEX2/HXT10/HNM1/ZRT1/TNA1/TPO1/FET4/HXT17/TPO4",15
"GO:0042908","xenobiotic transport","5/108","23/5135",9.33088505095264e-05,0.00168606922897447,0.00142761399188382,"DTR1/YOR1/TPO1/PDR5/TPO4",5
"GO:0022414","reproductive process","21/108","411/5135",9.9466342804077e-05,0.0017174521857504,0.00145418629830522,"LDS1/DTR1/RRT12/MAM1/SPO11/NDT80/SSP1/HOP1/YVH1/DIT2/SPS2/SPS1/MF(ALPHA)2/HFM1/AMA1/LOH1/CRR1/CDA1/SPO1/SPS19/OSW1",21
