"ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0009064","glutamine family amino acid metabolic process","4/67","46/4568",0.00434287429826421,0.0393413318783934,0.0313726729492771,"IDH1/DUG3/IDH2/GDH1",4
"GO:0043650","dicarboxylic acid biosynthetic process","3/67","24/4568",0.00489751852058432,0.0435125683944222,0.0346990178583909,"IDH1/IDH2/GDH1",3
"GO:0006865","amino acid transport","4/67","50/4568",0.00586633768647508,0.0511367549273865,0.0407789114253481,"AGP1/VBA5/MMP1/DIP5",4
"GO:0008652","cellular amino acid biosynthetic process","6/67","114/4568",0.006124640886627,0.0523997053633643,0.0417860489341024,"CHA1/BAT2/IDH1/MET2/IDH2/GDH1",6
"GO:0009066","aspartate family amino acid metabolic process","4/67","52/4568",0.00674683019635975,0.0566733736494219,0.0451940778703524,"CHA1/ARO10/BAT2/MET2",4
"GO:0044282","small molecule catabolic process","6/67","118/4568",0.00722973557338087,0.0596453184803922,0.0475640498248742,"CHA1/DAK2/ARO10/BNA2/BAT2/ICL2",6
"GO:0044283","small molecule biosynthetic process","10/67","289/4568",0.00871956647603741,0.0648285307811521,0.0516973929674259,"CHA1/DLD3/SDL1/ARO10/BAT2/SRT1/IDH1/MET2/IDH2/GDH1",10
"GO:0000433","carbon catabolite repression of transcription from RNA polymerase II promoter by glucose","2/67","10/4568",0.00884025419742983,0.0648285307811521,0.0516973929674259,"MIG3/MIG2",2
"GO:0009074","aromatic amino acid family catabolic process","2/67","10/4568",0.00884025419742983,0.0648285307811521,0.0516973929674259,"ARO10/BNA2",2
"GO:0015677","copper ion import","2/67","10/4568",0.00884025419742983,0.0648285307811521,0.0516973929674259,"FRE1/FRE5",2
"GO:0045014","carbon catabolite repression of transcription by glucose","2/67","10/4568",0.00884025419742983,0.0648285307811521,0.0516973929674259,"MIG3/MIG2",2
"GO:0061986","negative regulation of transcription by glucose","2/67","10/4568",0.00884025419742983,0.0648285307811521,0.0516973929674259,"MIG3/MIG2",2
"GO:0061987","negative regulation of transcription from RNA polymerase II promoter by glucose","2/67","10/4568",0.00884025419742983,0.0648285307811521,0.0516973929674259,"MIG3/MIG2",2
"GO:0006555","methionine metabolic process","3/67","31/4568",0.0101110070461685,0.0706402665110445,0.0563319509657452,"ARO10/BAT2/MET2",3
"GO:0016053","organic acid biosynthetic process","7/67","166/4568",0.0102357909521077,0.0706402665110445,0.0563319509657452,"CHA1/DLD3/BAT2/IDH1/MET2/IDH2/GDH1",7
"GO:0046394","carboxylic acid biosynthetic process","7/67","166/4568",0.0102357909521077,0.0706402665110445,0.0563319509657452,"CHA1/DLD3/BAT2/IDH1/MET2/IDH2/GDH1",7
"GO:0015711","organic anion transport","5/67","91/4568",0.0102714630887929,0.0706402665110445,0.0563319509657452,"SEO1/AGP1/GEX2/ENB1/DIP5",5
"GO:0000430","regulation of transcription from RNA polymerase II promoter by glucose","2/67","11/4568",0.0107030706834916,0.0706402665110445,0.0563319509657452,"MIG3/MIG2",2
"GO:0009097","isoleucine biosynthetic process","2/67","11/4568",0.0107030706834916,0.0706402665110445,0.0563319509657452,"CHA1/BAT2",2
"GO:0044273","sulfur compound catabolic process","2/67","11/4568",0.0107030706834916,0.0706402665110445,0.0563319509657452,"ARO10/DUG3",2
"GO:0009069","serine family amino acid metabolic process","3/67","32/4568",0.0110415131130639,0.0718475923695141,0.0572947307571883,"CHA1/SDL1/MET2",3
"GO:1901606","alpha-amino acid catabolic process","3/67","33/4568",0.0120200488287972,0.0763376457216584,0.0608753155675107,"CHA1/ARO10/BNA2",3
"GO:0006549","isoleucine metabolic process","2/67","12/4568",0.0127229409536097,0.0763376457216584,0.0608753155675107,"CHA1/BAT2",2
"GO:0045013","carbon catabolite repression of transcription","2/67","12/4568",0.0127229409536097,0.0763376457216584,0.0608753155675107,"MIG3/MIG2",2
"GO:0046015","regulation of transcription by glucose","2/67","12/4568",0.0127229409536097,0.0763376457216584,0.0608753155675107,"MIG3/MIG2",2
"GO:0051177","meiotic sister chromatid cohesion","2/67","12/4568",0.0127229409536097,0.0763376457216584,0.0608753155675107,"NDJ1/REC8",2
"GO:0061985","carbon catabolite repression","2/67","12/4568",0.0127229409536097,0.0763376457216584,0.0608753155675107,"MIG3/MIG2",2
"GO:1901615","organic hydroxy compound metabolic process","6/67","134/4568",0.0131244261603442,0.0777369857189617,0.0619912166817877,"DLD3/DAK2/ARO10/SRT1/IDH1/IDH2",6
"GO:0009636","response to toxic substance","3/67","35/4568",0.0141227651439113,0.0825913607150255,0.0658623291188401,"GPX2/SRX1/DAK2",3
"GO:0006066","alcohol metabolic process","5/67","103/4568",0.0169058565453048,0.0976313215491355,0.077855918300746,"DAK2/ARO10/SRT1/IDH1/IDH2",5
"GO:0006749","glutathione metabolic process","2/67","14/4568",0.0172144830848087,0.0981863109281684,0.0782984935631327,"GTO3/DUG3",2
NA,NA,NA,NA,NA,NA,NA,NA,NA
"GO:0022857","transmembrane transporter activity","17/67","318/4540",2.06270786588888e-06,0.00029496722482211,0.000247524943906666,"SEO1/AGP1/SIT1/FTR1/ARN1/ARN2/VBA5/GEX2/HXT10/CCC2/MMP1/THI73/SUL2/FET3/MEP2/ENB1/DIP5",17
"GO:0005215","transporter activity","17/67","355/4540",9.30810191499674e-06,0.000665529286922267,0.000558486114899805,"SEO1/AGP1/SIT1/FTR1/ARN1/ARN2/VBA5/GEX2/HXT10/CCC2/MMP1/THI73/SUL2/FET3/MEP2/ENB1/DIP5",17
"GO:0016491","oxidoreductase activity","13/67","257/4540",7.31825700696905e-05,0.00348836917332191,0.00292730280278762,"GPX2/DLD3/SRX1/AAD4/BNA2/HMX1/FRE1/FET3/IDH1/AAD15/IDH2/GDH1/FRE5",13
"GO:0016722","oxidoreductase activity, acting on metal ions","3/67","13/4540",0.000790568233500743,0.0282628143476516,0.0237170470050223,"FRE1/FET3/FRE5",3
"GO:0051537","2 iron, 2 sulfur cluster binding","3/67","16/4540",0.00149964299231829,0.0428897895803031,0.035991431815639,"ISU2/ISU1/PDH1",3
"GO:0016614","oxidoreductase activity, acting on CH-OH group of donors","5/67","61/4540",0.00189123076803428,0.0450743333048169,0.0378246153606855,"DLD3/AAD4/IDH1/AAD15/IDH2",5
"GO:0001217","DNA-binding transcription repressor activity","3/67","20/4540",0.00292669061302189,0.0523145947077662,0.0439003591953283,"MIG3/MIG2/ROX1",3
"GO:0001227","DNA-binding transcription repressor activity, RNA polymerase II-specific","3/67","20/4540",0.00292669061302189,0.0523145947077662,0.0439003591953283,"MIG3/MIG2/ROX1",3
"GO:0015075","ion transmembrane transporter activity","9/67","217/4540",0.0041940088965472,0.0666381413562499,0.0559201186206293,"SEO1/AGP1/FTR1/GEX2/HXT10/CCC2/SUL2/FET3/MEP2",9
NA,NA,NA,NA,NA,NA,NA,NA,NA
"GO:0005887","integral component of plasma membrane","8/67","51/4575",5.33989476620402e-07,5.33989476620402e-05,4.55296290592133e-05,"SIT1/ARN1/ARN2/VBA5/GEX2/SUL2/MEP2/ENB1",8
"GO:0031226","intrinsic component of plasma membrane","8/67","57/4575",1.29275760420148e-06,6.46378802100742e-05,5.51122978633264e-05,"SIT1/ARN1/ARN2/VBA5/GEX2/SUL2/MEP2/ENB1",8
"GO:0005886","plasma membrane","18/67","442/4575",4.03566226848084e-05,0.00134522075616028,0.00114697769735771,"AGP1/SIT1/FTR1/ARN1/ARN2/FAA3/VBA5/GEX2/RTA1/MMP1/THI73/SUL2/FRE1/FET3/MEP2/ENB1/FRE5/DIP5",18
"GO:1990204","oxidoreductase complex","4/67","34/4575",0.00140017192059688,0.0350042980149219,0.0298457698864071,"FTR1/FET3/IDH1/IDH2",4
