"ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0030427","site of polarized growth","21/115","265/4575",1.80611151912523e-06,1.47069080843054e-05,1.18144136965334e-05,"FUS3/FIG1/FUS1/DSE1/GIC1/SKG6/PCL2/GIC2/BUD9/FAR1/CIS3/RAX2/CCW12/CTS1/PRM6/FUS2/NIS1/PRM1/WSC2/DSE4/CSI2",21
"GO:0005933","cellular bud","18/115","243/4575",2.76821300952641e-05,0.000210384188724007,0.000169006689002665,"AMN1/DSE1/GIC1/SKG6/PCL2/GIC2/BUD9/CIS3/RAX2/CCW12/CTS1/PRM6/NIS1/WSC2/EGT2/DSE4/CSI2/ENB1",18
"GO:0005937","mating projection","12/115","125/4575",5.76759360719733e-05,0.00041094104451281,0.000330118844622479,"FUS3/FIG1/FUS1/FIG2/GIC1/GIC2/FAR1/CCW12/PRM6/FUS2/PRM1/WSC2",12
"GO:0120025","plasma membrane bounded cell projection","12/115","126/4575",6.2411303303007e-05,0.000418522857443694,0.00033620949766945,"FUS3/FIG1/FUS1/FIG2/GIC1/GIC2/FAR1/CCW12/PRM6/FUS2/PRM1/WSC2",12
"GO:0051286","cell tip","12/115","129/4575",7.86923852644137e-05,0.000472154311586482,0.00037929293728554,"FUS3/FIG1/FUS1/GIC1/GIC2/FAR1/RAX2/CCW12/PRM6/FUS2/PRM1/WSC2",12
"GO:0060187","cell pole","12/115","129/4575",7.86923852644137e-05,0.000472154311586482,0.00037929293728554,"FUS3/FIG1/FUS1/GIC1/GIC2/FAR1/RAX2/CCW12/PRM6/FUS2/PRM1/WSC2",12
"GO:0042995","cell projection","12/115","130/4575",8.48782338944236e-05,0.000483805933198214,0.000388652965727098,"FUS3/FIG1/FUS1/FIG2/GIC1/GIC2/FAR1/CCW12/PRM6/FUS2/PRM1/WSC2",12
"GO:0043332","mating projection tip","11/115","116/4575",0.000133486974137299,0.000724643573888197,0.000582123646613787,"FUS3/FIG1/FUS1/GIC1/GIC2/FAR1/CCW12/PRM6/FUS2/PRM1/WSC2",11
"GO:0005621","cellular bud scar","3/115","10/4575",0.0016322450529167,0.00845799709238653,0.00679451289970109,"RAX2/GAS1/NIS1",3
"GO:0030428","cell septum","3/115","11/4575",0.00220341772397887,0.0109212878492865,0.00877333372934377,"GAS1/EGT2/DSE4",3
"GO:0005934","cellular bud tip","8/115","100/4575",0.00338802881757219,0.0160931368834679,0.0129280046986307,"GIC1/SKG6/PCL2/GIC2/CIS3/RAX2/CCW12/PRM6",8
"GO:0005935","cellular bud neck","11/115","194/4575",0.00898595770825118,0.0409759671496254,0.0329169819207517,"DSE1/GIC1/SKG6/PCL2/GIC2/BUD9/RAX2/CTS1/NIS1/DSE4/CSI2",11
