"ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0009066","aspartate family amino acid metabolic process","4/29","52/4568",0.000287440595825964,0.0799245760227455,0.0737806147578391,"MET8/CHA1/MET14/ADI1",4
"GO:0009086","methionine biosynthetic process","3/29","29/4568",0.000752536620724784,0.0799245760227455,0.0737806147578391,"MET8/MET14/ADI1",3
"GO:0006555","methionine metabolic process","3/29","31/4568",0.000917871941189423,0.0799245760227455,0.0737806147578391,"MET8/MET14/ADI1",3
"GO:0000097","sulfur amino acid biosynthetic process","3/29","32/4568",0.00100851200028701,0.0799245760227455,0.0737806147578391,"MET8/MET14/ADI1",3
NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA
