Date	ExpNo	File.Name	Well.Number	Organism	ChemA	ChemB	concA	concB	Lag.Phase	Obs.L	Pred.L	Diff.L	Growth.Rate	Obs.G	Pred.G	Diff.G	Yield	Obs.Y	Pred.Y	Diff.Y	Yield25h	Obs.Y25	Pred.Y25	Diff.Y25
17092017	239	P239 P240 VMU 17092017 Trimmed F.csv	35	D. hansenii	Salt	Clotrimazole	800	0.45	21.5904463	20.58156229	46.33829098	-25.75672868	0.048825774	53.64483358	79.59605051	-25.95121692	1.928966314	57.4812032	86.90013915	-29.41893595	0.7165769	81.83793007	98.19126761	-16.35333755
17092017	239	P239 P240 VMU 17092017 Trimmed F.csv	34	D. hansenii	Salt	Clotrimazole	1000	0.45	23.0455654	22.74528166	47.28789458	-24.54261291	0.055066256	47.72012234	79.14413913	-31.42401679	1.861055806	58.97810496	87.67921711	-28.70111215	0.7746681	80.16021437	98.21382054	-18.05360617
17092017	239	P239 P240 VMU 17092017 Trimmed F.csv	33	D. hansenii	Salt	Clotrimazole	1200	0.45	25.3316912	26.14468358	47.19389432	-21.04921074	0.051398647	51.20214929	84.39013756	-33.18798827	1.675012209	63.07892822	87.65280088	-24.57387266	0.5705272	86.05595061	98.73483245	-12.67888184
17092017	239	P239 P240 VMU 17092017 Trimmed F.csv	32	D. hansenii	Salt	Clotrimazole	1300	0.45	23.87661092	23.98102194	47.96099808	-23.97997614	0.04339094	58.80466227	84.27469368	-25.47003141	1.633920707	63.9846782	88.39509752	-24.41041931	0.5075859	87.87374069	98.92038903	-11.04664834
17092017	239	P239 P240 VMU 17092017 Trimmed F.csv	31	D. hansenii	Salt	Clotrimazole	1400	0.45	25.00808457	25.66349002	49.7890752	-24.12558518	0.042490162	59.65986063	86.04798062	-26.38811999	1.576725751	65.24538487	89.3022261	-24.05684123	0.4215419	90.35875339	98.98602603	-8.62727264
17092017	239	P239 P240 VMU 17092017 Trimmed F.csv	48	D. hansenii	Salt	Clotrimazole	300	0.6	28.65189411	31.08172779	54.0762427	-22.99451491	0.024834549	76.42209137	84.88627384	-8.464182467	1.026738815	77.36834556	94.92613139	-17.55778583	0.2296536	95.90062572	98.34186589	-2.441240169
17092017	239	P239 P240 VMU 17092017 Trimmed F.csv	47	D. hansenii	Salt	Clotrimazole	500	0.6	23.59400107	23.5607894	54.35073352	-30.78994412	0.033562238	68.13602733	86.32403867	-18.18801134	1.583656892	65.09260679	95.12043271	-30.02782591	0.3533612	92.32786112	98.54766783	-6.219806711
17092017	239	P239 P240 VMU 17092017 Trimmed F.csv	46	D. hansenii	Salt	Clotrimazole	650	0.6	23.42003079	23.3021007	54.45183681	-31.14973611	0.039883126	62.13497881	87.61444925	-25.47947044	1.688369446	62.78450439	95.330216	-32.54571161	0.4765818	88.76916143	98.68514503	-9.915983594
17092017	239	P239 P240 VMU 17092017 Trimmed F.csv	45	D. hansenii	Salt	Clotrimazole	800	0.6	25.73961554	26.75125509	55.33630023	-28.58504514	0.047015243	55.36375036	86.862451	-31.49870064	1.851131484	59.19685955	95.67966842	-36.48280887	0.4543284	89.41185565	98.77620075	-9.364345092
17092017	239	P239 P240 VMU 17092017 Trimmed F.csv	44	D. hansenii	Salt	Clotrimazole	1000	0.6	26.91535175	28.4995403	56.12667405	-27.62713375	0.050912861	51.6633535	86.57147754	-34.90812403	1.666734219	63.26139391	95.93660818	-32.67521427	0.4564705	89.34999026	98.79146019	-9.44146993
17092017	239	P239 P240 VMU 17092017 Trimmed F.csv	43	D. hansenii	Salt	Clotrimazole	1200	0.6	27.72883308	29.70916315	56.04843578	-26.33927263	0.042080725	60.04858007	89.94923347	-29.9006534	1.473523825	67.52018961	95.92789611	-28.4077065	0.3252793	93.13888662	99.14397999	-6.005093373
17092017	239	P239 P240 VMU 17092017 Trimmed F.csv	42	D. hansenii	Salt	Clotrimazole	1300	0.6	28.81687405	31.32704812	56.68691139	-25.35986327	0.038782697	63.17972619	89.87490229	-26.6951761	1.250143118	72.44400753	96.1727054	-23.72869787	0.262122	94.96291494	99.2695287	-4.306613763
17092017	239	P239 P240 VMU 17092017 Trimmed F.csv	41	D. hansenii	Salt	Clotrimazole	1400	0.6	26.72555251	28.21731442	58.20845606	-29.99114165	0.032324446	69.3111866	91.01667359	-21.70548699	1.0959078	75.8437041	96.47187623	-20.62817213	0.2948815	94.01679698	99.31393909	-5.297142109
17092017	239	P239 P240 VMU 17092017 Trimmed F.csv	58	D. hansenii	Salt	Clotrimazole	300	0.7	30.02268037	33.1200467	68.19131566	-35.07126896	0.021424658	79.6594396	82.05910203	-2.399662424	0.744051442	83.59941704	97.26343424	-13.6640172	0.2071547	96.55041016	98.31111727	-1.760707112
17092017	239	P239 P240 VMU 17092017 Trimmed F.csv	57	D. hansenii	Salt	Clotrimazole	500	0.7	24.31342125	24.63054606	68.3814393	-43.75089323	0.028123697	73.29937493	83.76581498	-10.46644004	1.270850927	71.98756042	97.36822969	-25.38066927	0.2810724	94.41561374	98.52073563	-4.105121891
17092017	239	P239 P240 VMU 17092017 Trimmed F.csv	56	D. hansenii	Salt	Clotrimazole	650	0.7	24.60916033	25.07030139	68.4514676	-43.38116621	0.033627772	68.07380929	85.2976096	-17.22380031	1.42150642	68.66677133	97.48137527	-28.81460394	0.3354583	92.84490977	98.66076221	-5.815852446
17092017	239	P239 P240 VMU 17092017 Trimmed F.csv	55	D. hansenii	Salt	Clotrimazole	800	0.7	27.34318076	29.13570949	69.06408336	-39.92837388	0.043870595	58.34927799	84.40494266	-26.05566467	1.597954772	64.77744905	97.66985069	-32.89240164	0.3678714	91.90879609	98.75350648	-6.844710389
17092017	239	P239 P240 VMU 17092017 Trimmed F.csv	54	D. hansenii	Salt	Clotrimazole	1000	0.7	27.98339573	30.08769034	69.6115288	-39.52383846	0.044336713	57.90674553	84.05953973	-26.1527942	1.383292653	69.50908951	97.80842987	-28.29934036	0.3419804	92.65654682	98.7690489	-6.112502079
17092017	239	P239 P240 VMU 17092017 Trimmed F.csv	53	D. hansenii	Salt	Clotrimazole	1200	0.7	31.73568262	35.66723073	69.55733775	-33.89010702	0.042484173	59.66554643	88.06913828	-28.40359185	1.219537027	73.11863526	97.80373106	-24.6850958	0.2241307	96.06013105	99.12810587	-3.067974817
17092017	239	P239 P240 VMU 17092017 Trimmed F.csv	52	D. hansenii	Salt	Clotrimazole	1300	0.7	30.72271635	34.16097964	69.99957223	-35.8385926	0.032728183	68.92787882	87.98090272	-19.0530239	1.050370246	76.84745517	97.93576773	-21.08831256	0.203209	96.66436482	99.25598276	-2.591617948
17092017	239	P239 P240 VMU 17092017 Trimmed F.csv	51	D. hansenii	Salt	Clotrimazole	1400	0.7	29.20777585	31.90830761	71.0534567	-39.14514908	0.030815076	70.7441816	89.33625363	-18.59207203	0.927737832	79.55055198	98.09712402	-18.54657204	0.2184364	96.22458653	99.3012167	-3.076630168
17092017	239	P239 P240 VMU 17092017 Trimmed F.csv	68	D. hansenii	Salt	Clotrimazole	300	0.8	34.49156551	39.76514765	NA	NA	0.022922329	78.23755183	100	-21.76244817	0.688416965	84.8257272	100	-15.1742728	0.2079599	96.5271554	97.30624153	-0.779086134
17092017	239	P239 P240 VMU 17092017 Trimmed F.csv	67	D. hansenii	Salt	Clotrimazole	500	0.8	26.1617661	27.37898058	NA	NA	0.026638277	74.70963277	100	-25.29036723	1.158673391	74.46020798	100	-25.53979202	0.2509931	95.28432559	97.64058164	-2.356256049
17092017	239	P239 P240 VMU 17092017 Trimmed F.csv	66	D. hansenii	Salt	Clotrimazole	650	0.8	24.39662372	24.75426571	NA	NA	0.03083147	70.72861661	100	-29.27138339	1.35786213	70.06963597	100	-29.93036403	0.3070711	93.66475255	97.86392326	-4.199170704
17092017	239	P239 P240 VMU 17092017 Trimmed F.csv	65	D. hansenii	Salt	Clotrimazole	800	0.8	26.33619502	27.63835126	NA	NA	0.036637777	65.21611223	100	-34.78388777	1.399754509	69.14623281	100	-30.85376719	0.319221	93.31385469	98.01184984	-4.697995153
17092017	239	P239 P240 VMU 17092017 Trimmed F.csv	64	D. hansenii	Salt	Clotrimazole	1000	0.8	28.03519392	30.16471272	NA	NA	0.037326148	64.56257264	100	-35.43742736	1.225365438	72.99016386	100	-27.00983614	0.2853544	94.29194649	98.03663991	-3.744693422
17092017	239	P239 P240 VMU 17092017 Trimmed F.csv	63	D. hansenii	Salt	Clotrimazole	1200	0.8	31.60882034	35.47859025	NA	NA	0.037226921	64.65677859	100	-35.34322141	1.197371349	73.60721714	100	-26.39278286	0.2141992	96.34695992	98.60933376	-2.262373833
17092017	239	P239 P240 VMU 17092017 Trimmed F.csv	62	D. hansenii	Salt	Clotrimazole	1300	0.8	30.72617479	34.16612224	NA	NA	0.034374352	67.3650062	100	-32.6349938	1.112534933	75.47720434	100	-24.52279566	0.2202532	96.17211604	98.81329669	-2.641180646
17092017	239	P239 P240 VMU 17092017 Trimmed F.csv	61	D. hansenii	Salt	Clotrimazole	1400	0.8	31.55980899	35.40571181	NA	NA	0.028020517	73.39733455	100	-26.60266545	0.858115479	81.08518669	100	-18.91481331	0.2008785	96.73167133	98.88544457	-2.153773233
17092017	239	P239 P240 VMU 17092017 Trimmed F.csv	78	D. hansenii	Salt	Clotrimazole	300	1	38.9124704	46.33890339	NA	NA	0.019251938	81.72221953	100	-18.27778047	0.37589407	91.71444133	97.96684141	-6.25240008	0.1855811	97.17347127	97.87770997	-0.704238703
17092017	239	P239 P240 VMU 17092017 Trimmed F.csv	77	D. hansenii	Salt	Clotrimazole	500	1	27.71595548	29.69001453	NA	NA	0.021438197	79.64658579	100	-20.35341421	0.820158944	81.92183491	98.04470022	-16.12286531	0.209633	96.47883507	98.14112136	-1.662286291
17092017	239	P239 P240 VMU 17092017 Trimmed F.csv	76	D. hansenii	Salt	Clotrimazole	650	1	26.37832066	27.70099085	NA	NA	0.024446036	76.79094479	100	-23.20905521	1.001063451	77.93428887	98.12876285	-20.19447398	0.2315561	95.84568015	98.31708208	-2.471401937
17092017	239	P239 P240 VMU 17092017 Trimmed F.csv	75	D. hansenii	Salt	Clotrimazole	800	1	30.59493196	33.97096801	NA	NA	0.033215386	68.46532845	100	-31.53467155	1.116061598	75.39946863	98.26879253	-22.86932389	0.218321	96.22791937	98.43362673	-2.205707357
17092017	239	P239 P240 VMU 17092017 Trimmed F.csv	74	D. hansenii	Salt	Clotrimazole	1000	1	31.60347014	35.47063466	NA	NA	0.031908838	69.7057647	100	-30.2942353	0.964255199	78.74562631	98.3717513	-19.62612499	0.2025174	96.68433872	98.4531577	-1.768818978
17092017	239	P239 P240 VMU 17092017 Trimmed F.csv	73	D. hansenii	Salt	Clotrimazole	1200	1	33.34082547	38.054031	NA	NA	0.029266237	72.21464836	100	-27.78535164	0.858878881	81.06835959	98.36826027	-17.29990068	0.1741467	97.50370497	98.90435718	-1.400652211
17092017	239	P239 P240 VMU 17092017 Trimmed F.csv	72	D. hansenii	Salt	Clotrimazole	1300	1	33.11022032	37.71112793	NA	NA	0.026973801	74.39108658	100	-25.60891342	0.83928366	81.50028274	98.46635822	-16.96607548	0.1843402	97.20930935	99.06505032	-1.855740971
17092017	239	P239 P240 VMU 17092017 Trimmed F.csv	71	D. hansenii	Salt	Clotrimazole	1400	1	32.37913386	36.62402383	NA	NA	0.022939157	78.22157506	100	-21.77842494	0.535968021	88.18604804	98.58623948	-10.40019143	0.1756286	97.46090663	99.12189236	-1.660985727
17092017	239	P239 P240 VMU 17092017 Trimmed F.csv	10, 20, 30, 40	Blank	Salt	Clotrimazole	0	0	75	NA	NA	NA	0	NA	NA	NA	0	NA	NA	NA	0.087712048	NA	NA	NA
8092017	229	P229 P230 VMU 08092017 Trimmed F.csv	50,60,70, 80, 89, 90, 91-100	D. hansenii	Salt	Paraquat	0	0	6.861586096	0	NA	NA	0.086840058	0	NA	NA	4.251052803	0	NA	NA	3.250186	0	NA	NA
8092017	229	P229 P230 VMU 08092017 Trimmed F.csv	88	D. hansenii	Salt	Paraquat	300	0	7.899723563	1.523571517	NA	NA	0.085288786	1.786355363	NA	NA	4.36710982	-2.730077059	NA	NA	2.989301	8.294654152	NA	NA
8092017	229	P229 P230 VMU 08092017 Trimmed F.csv	87	D. hansenii	Salt	Paraquat	500	0	8.134441996	1.86804451	NA	NA	0.078008029	10.17045541	NA	NA	4.1119802	3.271486136	NA	NA	2.580436	21.29422779	NA	NA
8092017	229	P229 P230 VMU 08092017 Trimmed F.csv	86	D. hansenii	Salt	Paraquat	650	0	8.967343783	3.090411952	NA	NA	0.081556328	6.084439433	NA	NA	3.991764024	6.099401513	NA	NA	2.385957	27.47755012	NA	NA
8092017	229	P229 P230 VMU 08092017 Trimmed F.csv	85	D. hansenii	Salt	Paraquat	800	0	9.343003723	3.641730831	NA	NA	0.075489157	13.07104294	NA	NA	3.61837481	14.88285426	NA	NA	2.081521	37.15687753	NA	NA
8092017	229	P229 P230 VMU 08092017 Trimmed F.csv	84	D. hansenii	Salt	Paraquat	1000	0	9.928937912	4.501648395	NA	NA	0.073542767	15.31239307	NA	NA	3.439316608	19.09494501	NA	NA	1.992353	39.99191105	NA	NA
8092017	229	P229 P230 VMU 08092017 Trimmed F.csv	83	D. hansenii	Salt	Paraquat	1200	0	11.13027383	6.264730105	NA	NA	0.070341539	18.99874271	NA	NA	3.097854689	27.12735333	NA	NA	1.807589	45.86635182	NA	NA
8092017	229	P229 P230 VMU 08092017 Trimmed F.csv	82	D. hansenii	Salt	Paraquat	1300	0	11.6663122	7.051420531	NA	NA	0.071918364	17.18296219	NA	NA	3.008975923	29.21810049	NA	NA	1.793805	46.30460436	NA	NA
8092017	229	P229 P230 VMU 08092017 Trimmed F.csv	81	D. hansenii	Salt	Paraquat	1400	0	10.79955841	5.779371854	NA	NA	0.058986061	32.07505574	NA	NA	2.832979664	33.35816336	NA	NA	1.713471	48.8587671	NA	NA
8092017	229	P229 P230 VMU 08092017 Trimmed F.csv	9	D. hansenii	Salt	Paraquat	0	20	6.491298685	-0.543434151	NA	NA	0.087437621	-0.688118427	NA	NA	4.03576038	5.064449503	NA	NA	2.976675	8.696088896	NA	NA
8092017	229	P229 P230 VMU 08092017 Trimmed F.csv	19	D. hansenii	Salt	Paraquat	0	60	7.092749873	0.339256175	NA	NA	0.087242671	-0.46362481	NA	NA	3.893841483	8.40289069	NA	NA	2.889941	11.45373511	NA	NA
8092017	229	P229 P230 VMU 08092017 Trimmed F.csv	29	D. hansenii	Salt	Paraquat	0	100	7.706883352	1.240559043	NA	NA	0.093155781	-7.272821077	NA	NA	4.062551975	4.434215155	NA	NA	3.132169	3.752267087	NA	NA
8092017	229	P229 P230 VMU 08092017 Trimmed F.csv	39	D. hansenii	Salt	Paraquat	0	150	7.346025892	0.710964298	NA	NA	0.087424533	-0.673047161	NA	NA	4.012812994	5.604254276	NA	NA	3.088737	5.133156824	NA	NA
8092017	229	P229 P230 VMU 08092017 Trimmed F.csv	49	D. hansenii	Salt	Paraquat	0	200	7.580740297	1.055431378	NA	NA	0.084690483	2.475326579	NA	NA	3.975703172	6.477210312	NA	NA	2.889035	11.48254074	NA	NA
8092017	229	P229 P230 VMU 08092017 Trimmed F.csv	59	D. hansenii	Salt	Paraquat	0	250	7.71167364	1.247589275	NA	NA	0.076341431	12.08961412	NA	NA	3.899421923	8.271618734	NA	NA	2.55287	22.17066928	NA	NA
8092017	229	P229 P230 VMU 08092017 Trimmed F.csv	69	D. hansenii	Salt	Paraquat	0	500	7.840582851	1.436776553	NA	NA	0.059160905	31.87371572	NA	NA	1.654023871	61.09142964	NA	NA	1.014959	71.06746235	NA	NA
8092017	229	P229 P230 VMU 08092017 Trimmed F.csv	79	D. hansenii	Salt	Paraquat	0	750	7.425656971	0.827830944	NA	NA	0.044551848	48.69666226	NA	NA	0.388513148	90.86077812	NA	NA	0.4993744	87.46011023	NA	NA
8092017	229	P229 P230 VMU 08092017 Trimmed F.csv	8	D. hansenii	Salt	Paraquat	300	20	7.445453942	0.856884997	0.988416974	-0.131531977	0.08456839	2.615922353	1.110529176	1.505393177	4.070772059	4.240849314	2.472635818	1.768213496	2.742464	16.14266207	16.26943255	-0.126770475
8092017	229	P229 P230 VMU 08092017 Trimmed F.csv	7	D. hansenii	Salt	Paraquat	500	20	8.10955681	1.831522987	1.334761951	0.496761036	0.080398283	7.417976876	9.552321765	-2.134344889	3.861901827	9.154225877	8.170252876	0.983973001	2.537599	22.65619993	28.13855171	-5.482351785
8092017	229	P229 P230 VMU 08092017 Trimmed F.csv	6	D. hansenii	Salt	Paraquat	650	20	8.932016644	3.03856581	2.563772155	0.474793655	0.076963485	11.37329197	5.438189155	5.935102811	3.87623702	8.817010759	10.85494991	-2.037939148	2.501722	23.79688378	33.78416683	-9.98728305
8092017	229	P229 P230 VMU 08092017 Trimmed F.csv	5	D. hansenii	Salt	Paraquat	800	20	9.3923372	3.714132689	3.118087089	0.5960456	0.080360471	7.461518661	12.47286877	-5.011350108	3.571327925	15.98956564	19.19356913	-3.20400349	2.377554	27.74471756	42.62177132	-14.87705376
8092017	229	P229 P230 VMU 08092017 Trimmed F.csv	4	D. hansenii	Salt	Paraquat	1000	20	11.29025122	6.499513085	3.982677738	2.516835346	0.080657872	7.119049288	14.72964204	-7.61059275	3.491057232	17.87782006	23.19234066	-5.314520599	2.395584	27.17146646	45.21026781	-18.03880135
8092017	229	P229 P230 VMU 08092017 Trimmed F.csv	3	D. hansenii	Salt	Paraquat	1200	20	10.85450127	5.860006048	5.755340637	0.104665411	0.063361422	27.03664343	18.44135813	8.5952853	3.259179801	23.33240842	30.81795172	-7.485543303	2.128989	35.64766602	50.57386199	-14.92619597
8092017	229	P229 P230 VMU 08092017 Trimmed F.csv	2	D. hansenii	Salt	Paraquat	1300	20	11.86575566	7.344123939	6.546306207	0.797817732	0.067992243	21.70405612	16.61308289	5.090973224	3.200442836	24.71411238	32.80281405	-8.088701664	2.090864	36.85982345	50.9740037	-14.11418025
8092017	229	P229 P230 VMU 08092017 Trimmed F.csv	1	D. hansenii	Salt	Paraquat	1400	20	10.87139785	5.884803489	5.267344784	0.617458706	0.058535433	32.59397377	31.60765168	0.986322085	3.281637922	22.80411291	36.73320553	-13.92909262	2.077106	37.29724933	53.30605417	-16.00880484
8092017	229	P229 P230 VMU 08092017 Trimmed F.csv	18	D. hansenii	Salt	Paraquat	300	60	7.277441094	0.610309184	1.857658882	-1.247349698	0.079444928	8.515805255	1.33101254	7.184792715	3.981024824	6.352025988	5.902219022	0.449806967	2.711156	17.1380778	18.79834155	-1.660263747
8092017	229	P229 P230 VMU 08092017 Trimmed F.csv	17	D. hansenii	Salt	Paraquat	500	60	7.92718367	1.563871996	2.200963229	-0.637091233	0.076750645	11.61838608	9.753983359	1.864402724	3.858535722	9.233408739	11.39947742	-2.166068683	2.492303	24.09635423	30.30897846	-6.212624234
8092017	229	P229 P230 VMU 08092017 Trimmed F.csv	16	D. hansenii	Salt	Paraquat	650	60	8.351074745	2.185974935	3.419183713	-1.233208778	0.071364269	17.82102649	5.649023594	12.1720029	3.600667968	15.29938264	13.98976616	1.309616478	2.230547	32.41870121	35.78407943	-3.365378218
8092017	229	P229 P230 VMU 08092017 Trimmed F.csv	15	D. hansenii	Salt	Paraquat	800	60	8.630045157	2.595392173	3.968632209	-1.373240037	0.06632773	23.62081341	12.66801873	10.95279468	3.408189841	19.82715815	22.03515498	-2.207996827	2.11374	36.1324972	44.35476231	-8.222265113
8092017	229	P229 P230 VMU 08092017 Trimmed F.csv	14	D. hansenii	Salt	Paraquat	1000	60	9.474741286	3.835069002	4.82563245	-0.990563447	0.061282062	29.43111354	14.91976031	14.51135323	3.082899868	27.47914431	25.89330834	1.585835971	1.894966	43.08826188	46.86507861	-3.776816733
8092017	229	P229 P230 VMU 08092017 Trimmed F.csv	13	D. hansenii	Salt	Paraquat	1200	60	12.18226449	7.808632594	6.582732797	1.225899797	0.069394804	20.08894777	18.62320078	1.465746986	2.891510807	31.98130108	33.25076217	-1.269461095	1.796655	46.21399062	52.06667649	-5.852685868
8092017	229	P229 P230 VMU 08092017 Trimmed F.csv	12	D. hansenii	Salt	Paraquat	1300	60	12.84025075	8.774293839	7.366754326	1.407539513	0.065204786	24.91393158	16.79900186	8.114929722	2.885620549	32.11986105	35.16582613	-3.045965081	1.78678	46.52795927	52.45473274	-5.926773476
8092017	229	P229 P230 VMU 08092017 Trimmed F.csv	11	D. hansenii	Salt	Paraquat	1400	60	12.64548394	8.488453884	6.099021153	2.38943273	0.053485793	38.40884712	31.76013885	6.648708273	2.809719786	33.90531907	38.95800405	-5.052684976	1.623276	51.72645336	54.71634845	-2.989895085
8092017	229	P229 P230 VMU 08092017 Trimmed F.csv	28	D. hansenii	Salt	Paraquat	300	100	8.072333893	1.776894599	2.745229756	-0.968335157	0.084689858	2.476047218	-5.356547285	7.832594503	4.011638448	5.631883826	1.825195587	3.80668824	2.690975	17.77971843	11.73568366	6.04403477
8092017	229	P229 P230 VMU 08092017 Trimmed F.csv	27	D. hansenii	Salt	Paraquat	500	100	8.070173088	1.7737234	3.085429358	-1.311705958	0.076174524	12.28181361	3.637313361	8.644500247	3.774402872	11.21251495	7.560636557	3.651878395	2.402161	26.96235539	24.24747858	2.714876814
8092017	229	P229 P230 VMU 08092017 Trimmed F.csv	26	D. hansenii	Salt	Paraquat	650	100	8.607840474	2.56280456	4.29263261	-1.72982805	0.073612487	15.23210799	-0.745871251	15.97797924	3.626478717	14.69222132	10.26315608	4.429065236	2.269118	31.19236353	30.19878614	0.993577392
8092017	229	P229 P230 VMU 08092017 Trimmed F.csv	25	D. hansenii	Salt	Paraquat	800	100	8.706353738	2.707382718	4.837112053	-2.129729336	0.07372365	15.10409882	6.74885543	8.355243386	3.420342416	19.54128603	18.65713164	0.884154387	2.118384	35.9848445	39.51491933	-3.530074827
8092017	229	P229 P230 VMU 08092017 Trimmed F.csv	24	D. hansenii	Salt	Paraquat	1000	100	10.13642299	4.806153694	5.686361832	-0.880208138	0.068586422	21.01983412	9.15321494	11.86661918	3.121934459	26.56091083	22.68244922	3.878461613	1.900987	42.89682844	42.24357483	0.653253611
8092017	229	P229 P230 VMU 08092017 Trimmed F.csv	23	D. hansenii	Salt	Paraquat	1200	100	14.35083442	10.99122785	7.427571473	3.563656373	0.076976183	11.35866989	13.10766619	-1.748996299	2.989931971	29.66608251	30.35868327	-0.692600763	1.825965	45.28209989	47.89759089	-2.615490993
8092017	229	P229 P230 VMU 08092017 Trimmed F.csv	22	D. hansenii	Salt	Paraquat	1300	100	13.00518711	9.016354591	8.204502539	0.811852052	0.067116932	22.7120141	11.15982721	11.55218689	2.932517461	31.01667757	32.35672221	-1.34004463	1.81482	45.63644729	48.31939902	-2.682951727
8092017	229	P229 P230 VMU 08092017 Trimmed F.csv	21	D. hansenii	Salt	Paraquat	1400	100	11.72906536	7.143517118	6.948234377	0.195282741	0.053666476	38.20078369	27.13499608	11.06578761	2.816246554	33.75178609	36.31320578	-2.561419693	1.682802	49.83386627	50.77772275	-0.943856475
8092017	229	P229 P230 VMU 08092017 Trimmed F.csv	38	D. hansenii	Salt	Paraquat	300	150	8.270166361	2.067233716	2.223703766	-0.15647005	0.085307515	1.764788301	1.125331217	0.639457085	3.72482425	12.37878186	3.027177677	9.351604181	2.558866	21.9800307	13.00203337	8.977997326
8092017	229	P229 P230 VMU 08092017 Trimmed F.csv	37	D. hansenii	Salt	Paraquat	500	150	8.267075892	2.062698139	2.565727679	-0.503029539	0.081500314	6.148941252	9.565860215	-3.416918963	3.771646589	11.2773526	8.69239801	2.584954591	2.418904	26.43002354	25.33431851	1.095705034
8092017	229	P229 P230 VMU 08092017 Trimmed F.csv	36	D. hansenii	Salt	Paraquat	650	150	9.235847853	3.484468776	3.779404524	-0.294935748	0.079655099	8.273784654	5.452343419	2.821441235	3.466339216	18.45927641	11.36182982	7.097446592	2.227829	32.5051181	31.2002412	1.304876892
8092017	229	P229 P230 VMU 08092017 Trimmed F.csv	35	D. hansenii	Salt	Paraquat	800	150	9.288039293	3.561064982	4.326803723	-0.765738741	0.073277035	15.6183946	12.48597006	3.13242454	3.281302221	22.81200979	19.65303554	3.158974253	2.084049	37.07650156	40.38271356	-3.306212003
8092017	229	P229 P230 VMU 08092017 Trimmed F.csv	34	D. hansenii	Salt	Paraquat	1000	150	10.51234233	5.357853258	5.18060758	0.177245678	0.071677961	17.45979599	14.74240553	2.717390461	3.076734439	27.62417732	23.62907001	3.995107313	1.876821	43.66516932	43.07222037	0.592948956
8092017	229	P229 P230 VMU 08092017 Trimmed F.csv	33	D. hansenii	Salt	Paraquat	1200	150	12.29099723	7.968208865	6.931154409	1.037054456	0.069516346	19.94898755	18.45356604	1.495421505	2.746381126	35.39527139	31.21132175	4.183949643	1.606999	52.24396907	48.64511688	3.598852194
8092017	229	P229 P230 VMU 08092017 Trimmed F.csv	32	D. hansenii	Salt	Paraquat	1300	150	13.43101955	9.641306677	7.712251746	1.929054931	0.070057588	19.32572402	16.62556447	2.700159551	2.729174241	35.800039	33.18489812	2.615140883	1.635895	51.32524118	49.06087322	2.264367955
8092017	229	P229 P230 VMU 08092017 Trimmed F.csv	31	D. hansenii	Salt	Paraquat	1400	150	12.87871736	8.830747469	6.449246882	2.381500588	0.055357439	36.25356723	31.61788883	4.635678399	2.614313185	38.50198277	37.09294134	1.409041426	1.526601	54.80016665	51.48392679	3.316239862
8092017	229	P229 P230 VMU 08092017 Trimmed F.csv	48	D. hansenii	Salt	Paraquat	300	200	8.010647526	1.68636363	2.562922644	-0.876559013	0.088555733	-1.975671644	4.217463813	-6.193135458	4.068414137	4.296316103	3.923966085	0.372350018	2.784085	14.8193518	18.82475785	-4.00540605
8092017	229	P229 P230 VMU 08092017 Trimmed F.csv	47	D. hansenii	Salt	Paraquat	500	200	7.693087541	1.220312299	2.903759961	-1.683447662	0.076013657	12.46705973	12.39403001	0.073029726	3.802078582	10.56148303	9.53679541	1.024687624	2.443789	25.63882256	30.33165015	-4.692827593
8092017	229	P229 P230 VMU 08092017 Trimmed F.csv	46	D. hansenii	Salt	Paraquat	650	200	8.810152483	2.859717853	4.113226152	-1.253508299	0.078151946	10.00472845	8.409156266	1.595572184	3.540329501	16.71875968	12.18154076	4.537218916	2.282252	30.77477728	35.80496997	-5.03019269
8092017	229	P229 P230 VMU 08092017 Trimmed F.csv	45	D. hansenii	Salt	Paraquat	800	200	9.813930206	4.332862978	4.658726239	-0.325863261	0.075928702	12.56488894	15.22281852	-2.657929581	3.275664985	22.94461779	20.3960708	2.548546988	2.030337	38.78423663	44.37286467	-5.588628044
8092017	229	P229 P230 VMU 08092017 Trimmed F.csv	44	D. hansenii	Salt	Paraquat	1000	200	10.07544251	4.71665868	5.509567963	-0.792909283	0.068566063	21.04327899	17.40868791	3.634591084	3.055242665	28.12974087	24.33533557	3.794405301	1.830231	45.14646544	46.88236432	-1.735898878
8092017	229	P229 P230 VMU 08092017 Trimmed F.csv	43	D. hansenii	Salt	Paraquat	1200	200	11.75747133	7.185205752	7.254041556	-0.068835804	0.06701447	22.83000326	21.00378836	1.826214902	2.832342885	33.37314268	31.84746792	1.525674768	1.69298	49.51026396	52.08227003	-2.572006071
8092017	229	P229 P230 VMU 08092017 Trimmed F.csv	42	D. hansenii	Salt	Paraquat	1300	200	14.3214552	10.94811088	8.032429004	2.915681873	0.065521069	24.54971806	19.23295434	5.316763717	2.697611749	36.54250196	33.80279298	2.739708974	1.573942	53.29499302	52.47020004	0.824792979
8092017	229	P229 P230 VMU 08092017 Trimmed F.csv	41	D. hansenii	Salt	Paraquat	1400	200	11.22645016	6.405878578	6.773805928	-0.36792735	0.051005009	41.26557509	33.75641994	7.509155153	2.579012975	39.33237025	37.67469528	1.657674968	1.500491	55.63031564	54.73108	0.899235638
